,Unnamed: 0,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
10,10,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4391/9781439110003.jpg,The Bro Code,Barney Stinson,Paperback,3.5,12.13,$,15.0,9781439110003,Home-Garden,dataset/Home-Garden/0000011.jpg,"About the Author Barney Stinson is an awesome dude who lives in New York City and appears weekly on the hit CBS show How I Met Your Mother. Matt Kuhn is one of the coolest staff writers for How I Met Your Mother and helps write Barney’s Blog on the show’s website. He lives in Los Angeles, California. Everyone's life is governed by an internal code of conduct. Some call it morality. Others call it religion. But Bros in the know call this holy grail The Bro Code. Historically a spoken tradition passed from one generation to the next, the official code of conduct for Bros appears here in its published form for the first time ever. By upholding the tenets of this sacred and legendary document, any dude can learn to achieve Bro-dom."
11,11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6077/9781607749721.jpg,Spark Joy,Marie Kondo,Hardback,4.0,16.13,$,18.0,9781607749721,Home-Garden,dataset/Home-Garden/0000012.jpg,"NEW YORK TIMES BESTSELLER • The star of the hit Netflix series Tidying Up with Marie Kondo and author of The Life-Changing Magic of Tidying Up helps you visualize your ideal lifestyle. Japanese decluttering guru Marie Kondo has revolutionized homes—and lives—across the world. Now, Kondo presents an illustrated guide to usingher acclaimed KonMari Method to create a joy-filled home that works the way you need it to. Spark Joy features step-by-step folding illustrations for everything from shirts to socks, plus drawings of perfectly organized drawers and closets. Kondo also answers frequently asked questions, such as whether to keep “necessary” items that may not bring you joy. With guidance on specific categories including kitchen tools, cleaning supplies, hobby goods, digital photos, and even building your own personal “power spot” in your home, this comprehensive companion is sure to spark joy in anyone who wants to simplify their life."
12,12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718158149.jpg,Save with Jamie,Jamie Oliver,Hardback,4.0,26.89,$,31.5,9780718158149,Home-Garden,dataset/Home-Garden/0000013.jpg,"Jamie Oliver got the message loud and clear: as people come under pressure financially in this increasingly expensive world, they want help to cook tasty, nutritious food on a budget-and so Save with Jamie was born. In his exciting and convincing way, Jamie helps you make better choices, and shows you how to buy economically and efficiently, get the most out of your ingredients, save time and prevent food waste. And there’s no compromise-Save with Jamie is all about big flavours, comfort food that makes you happy, and colourful, optimistic dishes. As well as that, every single recipe in the book is cheaper per portion than your average takeout. Your biggest luxury is knowledge, whether times are hard or not, so get kitchen smart and get your family eating very, very well."
13,13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0628/9780062801975.jpg,Homebody,Joanna Gaines,Hardback,4.0,26.47,$,40.1,9780062801975,Home-Garden,dataset/Home-Garden/0000014.jpg,"Text & Presentation is an annual publication devoted to all aspects of theatre scholarship. It represents a selection of the best research presented at the international, interdisciplinary Comparative Drama Conference. This anthology includes papers from the 31st annual conference held in Los Angeles, California. Topics covered include Chicano theatre, the Vietnam War and 9/11 in the French theatre, actresses and modern Hamlet, Asian theatre, Antigone in pre- and post-communist Germany, adapting an Internet comic strip for the stage, and the future of dramatic literature in the academy, among others."
14,14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041020.jpg,Spark Joy,Marie Kondo,Paperback,4.0,12.66,$,17.0,9781785041020,Home-Garden,dataset/Home-Garden/0000015.jpg,"NEW YORK TIMES BESTSELLER • The star of the hit Netflix series Tidying Up with Marie Kondo and author of The Life-Changing Magic of Tidying Up helps you visualize your ideal lifestyle. Japanese decluttering guru Marie Kondo has revolutionized homes—and lives—across the world. Now, Kondo presents an illustrated guide to usingher acclaimed KonMari Method to create a joy-filled home that works the way you need it to. Spark Joy features step-by-step folding illustrations for everything from shirts to socks, plus drawings of perfectly organized drawers and closets. Kondo also answers frequently asked questions, such as whether to keep “necessary” items that may not bring you joy. With guidance on specific categories including kitchen tools, cleaning supplies, hobby goods, digital photos, and even building your own personal “power spot” in your home, this comprehensive companion is sure to spark joy in anyone who wants to simplify their life."
15,15,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9384/9781938477072.jpg,The Yoga Sutras of Patanjali,Swami Satchidananda,Paperback,4.5,16.42,$,21.5,9781938477072,Home-Garden,dataset/Home-Garden/0000016.jpg,Providing a complete manual for the study and practice of Raja Yoga--the path of concentration and meditation--a new deluxe printing of a collection of timeless teachings is a treasure to be read and referred to again and again by seekers treading the spiritual path. Reprint.
16,16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5796/9781579656652.jpg,The Kinfolk Home,Nathan Williams,Hardback,3.5,27.84,$,30.95,9781579656652,Home-Garden,dataset/Home-Garden/0000017.jpg,"New York Times bestseller When The Kinfolk Table was published in 2013, it transformed the way readers across the globe thought about small gatherings. In this much-anticipated follow-up, Kinfolk founder Nathan Williams showcases how embracing that same ethos—of slowing down, simplifying your life, and cultivating community—allows you to create a more considered, beautiful, and intimate living space. The Kinfolk Home takes readers inside 35 homes around the world, from the United States, Scandinavia, Japan, and beyond. Some have constructed modern urban homes from blueprints, while others nurture their home’s long history. What all of these spaces have in common is that they’ve been put together carefully, slowly, and with great intention. Featuring inviting photographs and insightful profiles, interviews, and essays, each home tour is guaranteed to inspire."
17,17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091958091.jpg,How To Be Parisian,Anne Berest,Hardback,3.5,18.49,$,21.5,9780091958091,Home-Garden,dataset/Home-Garden/0000018.jpg,"From four stunning and accomplished French women—a charming bestseller about how to slip into your inner cool and be a Parisienne. In short, frisky sections, these Parisian women give you their very original views on style, beauty, culture, attitude and men. The authors—Anne Berest, Audrey Diwan, Caroline de Maigret, and Sophie Mas—unmarried but attached, with children—have been friends for years. Talented bohemian iconoclasts with careers in the worlds of music, film, fashion and publishing, they are untypically frank and outspoken as they debunk the myths about what it means to be a French woman today. Letting you in on their secrets and flaws, they also make fun of their complicated, often contradictory feelings and behavior. They admit to being snobs, a bit self-centered, unpredictable but not unreliable. Bossy and opinionated, they are also tender and romantic. You will be taken on a first date, to a party, to some favorite haunts in Paris, to the countryside, and to one of their dinners at home with recipes even you could do -- but to be out with them is to be in for some mischief and surprises. They will tell you how to be mysterious and sensual, look natural, make your boyfriend jealous, and how they feel about children, weddings and going to the gym. And they will share their address book in Paris for where to go: At the End of the Night, for A Birthday, for a Smart Date, A Hangover, for Vintage Finds and much more."
18,18,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8461/9781846147548.jpg,It,Alexa Chung,Hardback,3.5,19.72,$,25.2,9781846147548,Home-Garden,dataset/Home-Garden/0000019.jpg,"The Congressional Record is the official record of the proceedings and debates of the United States Congress. It is published daily when Congress is in session. The Congressional Record began publication in 1873. Debates for sessions prior to 1873 are recorded in The Debates and Proceedings in the Congress of the United States (1789-1824), the Register of Debates in Congress (1824-1837), and the Congressional Globe (1833-1873)"
19,19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8657/9780865717657.jpg,The Market Gardener,Jean-Martin Fortier,Paperback,4.5,18.18,$,18.99,9780865717657,Home-Garden,dataset/Home-Garden/0000020.jpg,
20,20,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3494/9780349421001.jpg,Wabi Sabi,Beth Kempton,Hardback,4.0,10.08,$,16.0,9780349421001,Home-Garden,dataset/Home-Garden/0000021.jpg,"Wabi Sabi, a little cat in Kyoto, Japan, had never thought much about her name until friends visiting from another land asked her owner what it meant. At last, the master Says, ""That's hard to explain."" And That is all she says. This unsatisfying answer sets Wabi Sabi on a journey to uncover the meaning of her name, and on the way discovers what wabi sabi is: a Japanese philosophy of seeing beauty in simplicity, the ordinary, and the imperfect. Using spare text and haiku, Mark Reibstein weaves an extraordinary story about finding real beauty in unexpected places. Caldecott Medal-winning artist Ed Young complements the lyrical text with breathtaking collages. Together, they illustrate the unique world view that is wabi sabi. A New York Times Best Illustrated Children's Book for 2008!"
21,21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472137050.jpg,Grow Your Own Vegetables in Pots and Containers,Paul Peacock,Paperback,4.0,4.64,$,11.4,9781472137050,Home-Garden,dataset/Home-Garden/0000022.jpg,"Everything you need to grow a thriving garden in containers Whether you're on a budget, live in a small space, or simply want to raise a new plant or two, container gardening is a practical method for urban and suburban gardeners alike. Container Gardening for Beginners is packed with information and advice for using different types of containers to grow your own vegetables, herbs, fruits, and flowers. Learn how to get started, from gathering the tools you'll need to choosing the right container and soil mix. Once you've covered the basics, you'll get advice on what you should plant and when, when to water and how, and finally, how you can successfully grow and harvest your crop. Container Gardening for Beginners includes: Step-by-step guidance--Find detailed gardening guidance from start to finish, including things to know before you grow, how to start seeds, plant care and maintenance tips, and how to tell when your crop is ripe. Basic best practices--Grow happy, healthy plants with expert gardening insights to set you up for success, from making sure your container is properly sized to regularly fertilizing your soil. Illustrated plant profiles--Choose the right plants for you with info on the particular needs and characteristics of 30 different fruits, vegetables, herbs, and flowers. Start and sustain a flourishing container garden with help from the practical advice in Container Gardening for Beginners."
22,22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8570/9780857052551.jpg,Norwegian Wood,Lars Mytting,Hardback,4.0,16.96,$,25.2,9780857052551,Home-Garden,dataset/Home-Garden/0000023.jpg,"A magnificent coming-of-age story steeped in nostalgia, Norwegian Wood blends the music, the mood, and the ethos that were the sixties with a young man’s hopeless and heroic first love. Toru, a serious young college student in Tokyo, is devoted to Naoko, a beautiful and introspective young woman, but their mutual passion is marked by the tragic death of their best friend years before. As Naoko retreats further into her own world, Toru finds himself drawn to a fiercely independent and sexually liberated young woman. Stunning and elegiac, Norwegian Wood first propelled Haruki Murakami into the forefront of the literary scene."
23,23,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6286/9781628600834.jpg,Becoming A Supple Leopard,Kelly Starrett,Hardback,4.5,54.77,$,58.5,9781628600834,Home-Garden,dataset/Home-Garden/0000024.jpg,"Updated and expanded with more than 80 pages of new content! Improve your athletic performance, extend your athletic career, treat stiffness and achy joints, and prevent and rehabilitate injuries—all without having to seek out a coach, doctor, chiropractor, physical therapist, or masseur. In Becoming a Supple Leopard, Dr. Kelly Starrett—founder of MobilityWOD.com—shares his revolutionary approach to mobility and maintenance of the human body and teaches you how to hack your own movement, allowing you to live a healthier, more fulfilling life. This new edition of the New York Times and Wall Street Journal bestseller has been thoroughly revised to make it even easier to put to use. Want to truly understand the principles that guide human movement? Becoming a Supple Leopard lays out a blueprint for moving safely and effectively through life and sport. Want to learn how to apply those principles to specific movements, whether you are doing squats in the gym or picking up a bag of groceries? Hundreds of step-by-step photos show you not only how to perform a host of exercise movements, such the squat, deadlift, pushup, kettlebell swing, clean, snatch, and muscle-up, but also how to correct the common faults associated with those movements. Frustrated because you can't perform a certain movement correctly due to range of motion restrictions? Breaking the body down into 14 distinct areas, Starrett demonstrates hundreds of mobilization techniques that will help you resolve restrictions and reclaim your mobility. Unsure how to put it all together into a program that addresses your individual needs? This updated edition lays out dozens of prescriptions that allow you to hone in on a specific limitation, a nagging injury, or an exercise fault that you just can't seem to get right. It even offers a 14-day full-body mobility overhaul. Performance is what drives us as human beings, but dysfunctional movement patterns can bring the human body to an abrupt halt. Often, the factors that impede performance are invisible even to seasoned athletes and coaches. Becoming a Supple Leopard makes the invisible visible. Whether you are a professional athlete, a weekend warrior, or simply someone wanting to live healthy and free from physical restrictions, this one-of-a-kind training manual will teach you how to harness your athletic potential and maintain your body. Learn how to perform basic maintenance on your body, unlock your athletic potential, live pain-free…and become a Supple Leopard. This step-by-step guide to movement and mobility will show you how to: Move safely and efficiently in all situations Organize your spine and joints in optimal, stable positions Restore normal function to your joints and tissues Accelerate recovery after training sessions and competition Properly perform strength and conditioning movements like the squat, bench press, pushup, deadlift, clean, and snatch Build efficient, transferable movement patterns and skill progressions from simple to more advanced exercises Identify, diagnose, and correct inefficient movement patterns Treat and resolve common symptoms like low back pain, carpal tunnel, shoulder pain, and tennis elbow Prevent and rehabilitate common athletic injuries Use mobilization techniques to address short and stiff muscles, soft tissue and joint capsule restriction, motor control problems, and joint range of motion limitations Create personalized mobility prescriptions to improve movement efficiency"
24,24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3455/9780345536938.jpg,Full Catastrophe Living,Jon Kabat-Zinn,Paperback,4.0,15.8,$,26.5,9780345536938,Home-Garden,dataset/Home-Garden/0000025.jpg,"The landmark work on mindfulness, meditation, and healing, now revised and updated after twenty-five years Stress. It can sap our energy, undermine our health if we let it, even shorten our lives. It makes us more vulnerable to anxiety and depression, disconnection and disease. Based on Jon Kabat-Zinn’s renowned mindfulness-based stress reduction program, this classic, groundbreaking work—which gave rise to a whole new field in medicine and psychology—shows you how to use medically proven mind-body approaches derived from meditation and yoga to counteract stress, establish greater balance of body and mind, and stimulate well-being and healing. By engaging in these mindfulness practices and integrating them into your life from moment to moment and from day to day, you can learn to manage chronic pain, promote optimal healing, reduce anxiety and feelings of panic, and improve the overall quality of your life, relationships, and social networks. This second edition features results from recent studies on the science of mindfulness, a new Introduction, up-to-date statistics, and an extensive updated reading list. Full Catastrophe Living is a book for the young and the old, the well and the ill, and anyone trying to live a healthier and saner life in our fast-paced world. Praise for Full Catastrophe Living “To say that this wise, deep book is helpful to those who face the challenges of human crisis would be a vast understatement. It is essential, unique, and, above all, fundamentally healing.”—Donald M. Berwick, M.D., president emeritus and senior fellow, Institute for Healthcare Improvement “One of the great classics of mind/body medicine.”—Rachel Naomi Remen, M.D., author of Kitchen Table Wisdom “A book for everyone . . . Jon Kabat-Zinn has done more than any other person on the planet to spread the power of mindfulness to the lives of ordinary people and major societal institutions.”—Richard J. Davidson, founder and chair, Center for Investigating Healthy Minds, University of Wisconsin–Madison “This is the ultimate owner’s manual for our lives. What a gift!”—Amy Gross, former editor in chief, O: The Oprah Magazine “I first read Full Catastrophe Living in my early twenties and it changed my life.”—Chade-Meng Tan, Jolly Good Fellow of Google and author of Search Inside Yourself “Jon Kabat-Zinn’s classic work on the practice of mindfulness to alleviate stress and human suffering stands the test of time, a most useful resource and practical guide. I recommend this new edition enthusiastically to doctors, patients, and anyone interested in learning to use the power of focused awareness to meet life’s challenges, whether great or small.”—Andrew Weil, M.D., author of Spontaneous Happiness and 8 Weeks to Optimum Health “How wonderful to have a new and updated version of this classic book that invited so many of us down a path that transformed our minds and awakened us to the beauty of each moment, day-by-day, through our lives. This second edition, building on the first, is sure to become a treasured sourcebook and traveling companion for new generations who seek the wisdom to live full and fulfilling lives.”—Diana Chapman Walsh, Ph.D., president emerita of Wellesley College"
25,25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0802/9782080200730.jpg,Parisian Chic,Inès de La Fressange,Paperback,3.5,26.49,$,,9782080200730,Home-Garden,dataset/Home-Garden/0000026.jpg,"NEW YORK TIMES BESTSELLER Celebrity model Inès de la Fressange shares the well-kept secrets of how Parisian women maintain effortless glamour and a timeless allure. Inès de la Fressange—France’s icon of chic—shares her personal tips for living with style and charm, gleaned from decades in the fashion industry. She offers specific pointers on how to dress like a Parisian, including how to mix affordable basics with high-fashion touches, and how to accessorize. Her step-by-step do’s and don’ts are accompanied by fashion photography, and the book is personalized with her charming drawings. Inès also shares how to bring Parisian chic into your home, and how to insert your signature style into any space—even the office. The ultrachic volume is wrapped with a three-quarter-height removable jacket and features offset aquarelle paper and a ribbon page marker. Complete with her favorite addresses for finding the ultimate fashion and decorating items, this is a must-have for any woman who wants to add a touch of Paris to her own style."
26,26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3995/9780399580536.jpg,The Life-Changing Manga of Tidying Up,Marie Kondo,Paperback,4.0,11.8,$,15.0,9780399580536,Home-Garden,dataset/Home-Garden/0000027.jpg,"""A graphic novel to spark joy in life, work, and love""--Cover."
27,27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3161/9780316118408.jpg,The Flavor Bible,Karen Page,Hardback,4.0,29.5,$,38.0,9780316118408,Home-Garden,dataset/Home-Garden/0000028.jpg,"The timeless guide to culinary creativity and flavor exploration, based on the wisdom of the world's most innovative chefs Eight years in the making, The Flavor Bible is a landmark book that will inspire the greatest creations of innovative cooks and chefs by serving as an indispensable guide to creativity and flavor affinities in today's kitchen. Cuisine is undergoing a startling historic transformation: With the advent of the global availability of ingredients, dishes are no longer based on geography but on flavor. This radical shift calls for a new approach to cooking -- as well as a new genre of ""cookbook"" that serves no to document classic dishes via recipes, but to inspire the creation of new ones based on imaginative and harmonious flavor combinations. The Flavor Bible is your guide to hundreds of ingredients along with the herbs, spices, and other seasonings that will allow you to coax the greatest possible flavor and pleasure from them. This astonishing reference distills the combined experience of dozens of America's most innovative culinarians, representing such celebrated restaurants as A Voce, Babbo, Blue Hill, Café Atlántico, Chanterelle, Citronelle, Gramercy Tavern, the Herbfarm, Jardinière, Jean Georges, Le Bernardin, the Modern, Moto, and the Trellis. You'll learn to: explore the individual roles played by the four basic tastes -- salty, sour, bitter, and sweet -- and how to bring them into harmony; work more intuitively and effectively with ingredients by discovering which flavors have the strongest affinities for one another; brighten flavors through the use of acids -- from vinegars to citrus juices to herbs and spices such as Makrut lime and sumac; deepen or intensify flavors through the layering of specific ingredients and techniques; and balance the physical, emotional, mental, and spiritual aspects of cooking and serving an extraordinary meal. Seasoned with tips, anecdotes, and signature dishes from the country's most respected chefs and pastry chefs, The Flavor Bible is an essential book for every kitchen library. For more flavor inspiration, look for The Vegetarian Flavor Bible"
