,Unnamed: 0,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
233,233,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486264400.jpg,Art of the Sailor,Hervey Garrett Smith,Paperback,4.0,11.57,$,,9780486264400,Transport,dataset/Transport/0000234.jpg,"A band of savage thirteen-year-old boys reject the adult world as illusory, hypocritical, and sentimental, and train themselves in a brutal callousness they call 'objectivity'. When the mother of one of them begins an affair with a ship's officer, he and his friends idealise the man at first; but it is not long before they conclude that he is in fact soft and romantic. They regard this disallusionment as an act of betrayal on his part - and the retribution is deliberate and horrifying."
234,234,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0714/9780071475242.jpg,Building Strip-Planked Boats,Nick Schade,Paperback,4.0,18.11,$,23.0,9780071475242,Transport,dataset/Transport/0000235.jpg,"The first comprehensive book on stripbuilding almost any type of small boat Strip-planking is a popular method of amateur boat construction, but until now there has never been a book that showed how to use it for more than one type of boat. Author Nick Schade presents complete plans for three boats of different types (canoe, kayak, and a dinghy) and shows you step-by-step how to build them. Written for all amateur builders, the book covers materials, tools, and safety issues."
235,235,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9926/9780992606534.jpg,Self Build Campervan Conversions,Kenny Biggin,Paperback,4.5,33.76,$,,9780992606534,Transport,dataset/Transport/0000236.jpg,"Want to wake up to a breathtaking new view every morning? Have you been dreaming about owning a vehicle to fuel your adventures? Building a campervan gives you total freedom to create your very own rolling home. Escape the daily grind, hit the open road and re-write the way you live. The Van Conversion Bible is the ultimate guide to planning, designing and converting a campervan. It’s more than just the story of how we built our own van Ringo, it will help you build a van bespoke to your needs. It provides definitive answers to your questions (even the ones you haven’t thought of yet!) to ensure you save time and avoid expensive mistakes. From detailed gas, water and electrical system diagrams to a step-by-step build guide, you’ll find everything you need to start your journey inside. Whatever your skills and budget, you can learn how to build your dream campervan. Your very own home on wheels awaits…"
236,236,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7679/9780767901840.jpg,Nuts!,Jackie Freiberg,Paperback,4.0,15.05,$,19.95,9780767901840,Transport,dataset/Transport/0000237.jpg,"Pip the squirrel buries his nut, but everyone keeps digging it up. Tom is playing catch when he loses his ball. Young readers discover Pip and Tom's stories in this fun and leveled text."
237,237,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141026114.jpg,Don't Stop Me Now,Jeremy Clarkson,Paperback,3.5,10.21,$,11.4,9780141026114,Transport,dataset/Transport/0000238.jpg,"'Quirky, clever, and original, this will break your heart, but put it back together again' Katie Fforde 'A quirky, poignant book about love and family which I found myself racing through' Libby Page 'One of my favourites of 2018' Amazon reviewer Fans of Jojo Moyes, Cecilia Ahern and Marian Keyes will love this debut novel by Emma Cooper. Shortlisted for the RNA Contemporary Novel Award The Songs of Us is a laugh-out-loud, funny and heartbreaking novel of love, loss and what it means to be a family. If Melody hadn't run out of de-icer that day, she would never have slipped and banged her head. She wouldn't be left with a condition that makes her sing when she's nervous. And she definitely wouldn't have belted out the Arctic Monkeys' 'I Bet You Look Good on the Dancefloor' in assembly at her son's school. If Dev hadn't taken the kids to the zoo that day, then the accident wouldn't have happened. He wouldn't have left Flynn and Rose without a dad. Or shattered the love of his life's heart. But if they hadn't seen the missing person report that day, they might never have taken the trip to Cornwall. And, in the last place they expected, discovered what it really means to be 'Us'. Readers love The Songs of Us: 'Rarely does a book come along that is as unique and mesmerising as The Songs Of Us' 'Reminiscent of (and in my humble opinion right up there with) Me Before You by Jojo Moyes and Cecilia Ahern's PS I Love You' 'It had me laughing and crying in equal measures' 'The Songs of Us will soften your heart and make you smile' 'Get your hands on a copy now. TRUST ME.' 'This book is something really special, I might even venture to say, perfect' 'I laughed, cried, felt sad and felt heart-warmed in equal measures' 'I could not put it down ... I really do highly recommend this book'"
238,238,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857333605.jpg,de Havilland Mosquito Manual,Jonathan Falconer,Hardback,3.5,23.68,$,28.8,9780857333605,Transport,dataset/Transport/0000239.jpg,"Nicknamed the ‘wooden wonder’ , the de Havilland Mosquito was one of the most versatile and successful combat aircraft of the Second World War. Offering insights into the design, construction and operational career of the iconic Mossie, this manual gets under the aircraft’s birch and balsa skin to examine its anatomy and describe the painstaking restoration to flight by Avspecs (New Zealand) of Jerry Yagen’s FB26 KA114 and of Victoria Air Maintenance’s B35 VR796 in British Columbia, Canada."
239,239,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593065303.jpg,Man in Seat 61,Mark Smith,Paperback,4.0,19.77,$,21.1,9780593065303,Transport,dataset/Transport/0000240.jpg,"Mark Smith is the Man in Seat Sixty-One. Although this might make him sound like a fictional spy, he is in fact the man behind the massively popular www.seat61.com website, which offers invaluable advice on worldwide train travel. This book is the essential guide for anyone who wishes to travel to Europe and beyond by train. Packed with insider knowledge and top tips, it offers advice on everything from the quickest routes and the cheapest fares to the best weekends away; travelling with children and changing trains; timetables and maps; essential items to travel with; and everything in between. More and more people are choosing to avoid air travel and seek alternatives, and this is the only book they need to plan those journeys."
240,240,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8578/9781857886511.jpg,Slow Train to Switzerland,Diccon Bewes,Paperback,4.0,9.5,$,12.9,9781857886511,Transport,dataset/Transport/0000241.jpg,"""Bewes' breezy prose makes him a pleasant traveling companion ... he clearly knows Switzerland inside and out."" - The Spectator In June 1863 an English lady set off by train on the trip of a lifetime: Thomas Cook's first Conducted Tour of Switzerland. A century and a half later, travel writer Diccon Bewes, author of the bestselling Swiss Watching, decided to go where she went and see what she saw. Guided by her diary, he followed the same route to discover how much had changed and how much hadn't. She went in search of adventure, he went in search of her, and found far more than he expected. Slow Train to Switzerland is the captivating account of two trips through the Alps: hers glimpsing the future of travel, his revisiting its past. Together they make a journey to remember. This is a tale of trains and tourists, of the British and the Swiss, of a Victorian traveller and a modern-day Englishman abroad. It is the story of a tour that changed both Switzerland and the world of travel forever."
241,241,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760338957.jpg,Mcqueen'S Machines,Matt Stone,Paperback,4.0,16.84,$,20.1,9780760338957,Transport,dataset/Transport/0000242.jpg,"A close-up look at the cars and motorcycles Steve McQueen drove in movies, owned, and raced, with details of his amateur racing career, movie stunt work, and car collecting."
242,242,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3077/9780307739674.jpg,A Week at the Airport,Alain de Botton,Paperback,3.5,15.73,$,19.1,9780307739674,Transport,dataset/Transport/0000243.jpg,"The bestselling author of The Architecture of Happiness and The Art of Travel spends a week at an airport in a wittily intriguing meditation on the ""non-place"" that he believes is the centre of our civilization. In the summer of 2009, Alain de Botton was invited by the owners of Heathrow airport to become their first ever writer-in-residence. Given unprecedented, unrestricted access to wander around one of the world's busiest airports, he met travellers from all over the globe, and spoke with everyone from baggage handlers to pilots, and senior executives to the airport chaplain. Based on these conversations he has produced this extraordinary meditation on the nature of travel, work, relationships, and our daily lives. Working with the renowned documentary photographer Richard Baker, he explores the magical and the mundane, and the interactions of travellers and workers all over this familiar but mysterious ""non-place,"" which by definition we are eager to leave. Taking the reader through departures, ""air-side,"" and the arrivals hall, de Botton shows with his usual combination of wit and wisdom that spending time in an airport can be more revealing than we might think. From the Trade Paperback edition."
243,243,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8442/9781844258949.jpg,MGB 1962 To 1980,John Haynes,Hardback,5.0,30.03,$,30.9,9781844258949,Transport,dataset/Transport/0000244.jpg,"Haynes disassembles every subject vehicle and documents every step with thorough instructions and clear photos. Haynes repair manuals are used by the pros, but written for the do-it-yourselfer."
244,244,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8747/9780874744910.jpg,Kelly,"Clarence L.""Kelly"" Johnson",Paperback,4.0,20.09,$,,9780874744910,Transport,dataset/Transport/0000245.jpg,"People ask Kelly Osbourne all the time: “What’s your secret?” Kelly Osbourne may not always have been a typical role model, but no one can say that her perspective isn’t hard won after spending three decades in the spotlight: from growing up completely exposed to the heavy metal scene—replete with crazy antics most readers have only begun to hear about—to spending her teenage years as the wild middle child of an even wilder Ozzy Osbourne, to the family’s popular stint on their wacky eponymous reality show. Since then, Osbourne has forged her own path as a style icon and powerful woman in the media who isn’t afraid to tell it like it is and be honest with her fans. But being the daughter of a music legend hasn’t always been glamorous; growing up Osbourne is an experience that Kelly wouldn’t trade, but there are battle scars, and she is finally now ready to embrace and reveal their origins. Told as a series of letters to various people and places in her life, There Is No F*cking Secret gives readers an intimate look at the stories and influences that have shaped Osbourne’s highly speculated-about life, for better or for worse. The stories will make readers’ jaws drop, but ultimately, they will come away empowered to forge their own path to confidence, no matter how deranged and out of control it may be, and to learn the ultimate lesson: that there just is no f*cking secret."
245,245,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3303/9780330346290.jpg,Passage To Juneau,Jonathan Raban,Paperback,4.0,12.08,$,16.0,9780330346290,Transport,dataset/Transport/0000246.jpg,"With the same rigorous observation (natural and social), invigorating stylishness, and encyclopedic learning that he brought to his National Book Award-winning Bad Land, Jonathan Raban conducts readers along the Inside Passage from Seattle to Juneau. The physical distance is 1,000 miles of difficult-and often treacherous-water, which Raban navigates solo in a 35-foot sailboat. But Passage to Juneau also traverses a gulf of centuries and cultures: the immeasurable divide between the Northwest's Indians and its first European explorers-- between its embattled fishermen and loggers and its pampered new class. Along the way, Raban offers captivating discourses on art, philosophy, and navigation and an unsparing narrative of personal loss."
246,246,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4152/9780415275583.jpg,Maritime Economics 3e,Martin Stopford,Paperback,4.5,77.75,$,,9780415275583,Transport,dataset/Transport/0000247.jpg,"Now in its second edition Maritime Economics provides a valuable introduction to the organisation and workings of the global shipping industry. The author outlines the economic theory as well as many of the operational practicalities involved. Extensively revised for the new edition, the book has many clear illustrations and tables. Topics covered include: * an overview of international trade * Maritime Law * economic organisation and principles * financing ships and shipping companies * market research and forecasting."
247,247,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8596/9781859606964.jpg,Morris Minor And 1000 Restoration Manual,Lindsay Porter,Hardback,4.0,23.52,$,28.8,9781859606964,Transport,dataset/Transport/0000248.jpg,
248,248,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760350225.jpg,The Complete Book of Ducati Motorcycles,Ian Falloon,Hardback,4.0,30.03,$,43.2,9780760350225,Transport,dataset/Transport/0000249.jpg,"The Complete Book of Ducati Motorcycles, 2nd Edition updates the story, racing successes, and models offered by Italy's greatest motorcycle manufacturer."
249,249,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9654/9780965478526.jpg,Jupiters Travels,Ted Simon,Paperback,4.0,18.39,$,32.58,9780965478526,Transport,dataset/Transport/0000250.jpg,"Jupiter's Travels -Ted Simon's astonishing 4 year motorbike journey around the world The book that inspired Ewan McGregor's Long Way Round In the late 1970s Ted Simon set off on a Triumph and rode 63,000 miles over four years through fifty-four countries in a journey that took him around the world. Through breakdowns, prison, war, revolutions, disasters and a Californian commune, he travelled into the depths of fear and reached the heights of euphoria. He met astonishing people and was treated as a spy, a welcome stranger and even a god. For Simon the trip became a journey into his own soul, and for many others - including bikers Charley Boorman and Ewan McGrergor - it provides an inspiration they will never forget. This classic text, which has informed a whole genre of travel writing in the thirty years since it was first published, will never be bettered for sheer adventure, passion, humour and honesty. Brought up in England by a German mother and a Romanian father, Ted Simon found himself impelled by an insatiable desire to explore the world. It led him to abandon an early scientific career in favour of journalism, and he has worked for several newspapers and magazines on Fleet Street and elsewhere. Ted Simon is also the author of Riding Home and The Gypsy in Me."
250,250,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0717/9780071781770.jpg,"Tell It Slant, Second Edition",Brenda Miller,Paperback,4.0,16.53,$,19.1,9780071781770,Transport,dataset/Transport/0000251.jpg,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. Two award-winning authors reveal everything you need to know to develop your own distinctive voice and craft compelling, creative nonfiction “Tell all the Truth but tell it Slant.” —Emily Dickinson With these words, Dickinson offers sound advice for nonfiction writers: Tell the truth but become more than mere transcribers of daily life. Since 2003, Tell It Slant has set the standard for creative nonfiction instruction, showing writers how to move beyond mere facts and, instead, make the most of their own “slant” on the world. This revised and updated third edition offers: • New and expanded chapters on writing about identity, maintaining a productive work/life balance, and navigating the publishing industry • An anthology with diverse pieces that range from traditional essay to the graphic memoir • Expanded discussion of contemporary and emerging literary forms • New “Try It” writing exercises throughout the book Whether planning a course or learning on your own, Tell It Slant provides everything you need to know to develop a distinctive voice and to craft compelling creative nonfiction. This book provides the basis for a complete education in nonfiction writing, wherever your classroom might be. “Tell It Slant is a valuable and comprehensive resource for nonfiction writers, filled with exhilarating examples, powerful exercises, and pure inspiration. Miller and Paola are gifted teachers and writers with endless wisdom to share and a lovely way of sharing it with struggling writers at every level.” —Dinty W. Moore, author of The Mindful Writer: Noble Truths of the Writing Life"
251,251,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4728/9781472815491.jpg,Spitfire,John Dibbs,Hardback,4.5,33.21,$,37.1,9781472815491,Transport,dataset/Transport/0000252.jpg,"In June 1940, the German Army had brought the rest of Europe to its knees. 'Hitler knows that he will have to break us in this island or lose the war. If we can stand up to him, all Europe may be free and the life of the world will move forward into broad, sunlit uplands,' said Churchill. The future of Europe depended on Britain. A self-confident Herman Goring thought that it would be only a matter of weeks before his planes had forced Britain to surrender. The courage, resourcefulness and brilliant organisation of the RAF were to prove him wrong. By late September 1940, the RAF had proved invincible, thanks to the Vickers Supermarine Spitfire. It exceeded anything that any other air force possessed. RJ Mitchell, a shy and almost painfully modest engineer, was the genius behind the Spitfire. On the 5th March 1936, following its successful maiden flight, a legend was born. Prize-winning historian Leo McKinstry's vivid history of the Spitfire brings together a rich cast of characters and first hand testimonies. It is a tale full of drama and heroism, of glory and tragedy, with the main protagonist the remarkable plane that played a crucial role in saving Britain."
252,252,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5748/9781574888867.jpg,Warthog,William L. Smallwood,Paperback,4.0,14.22,$,,9781574888867,Transport,dataset/Transport/0000253.jpg,"What would happen if the largest of Central and South America's big cats faced off with a fast African creature equipped with sharp tusks? The imagined battle between the jaguar and warthog featured in this book will captivate young readers as they learn about these animals' unique adaptations. Fascinating facts about how these creatures compare, including their teeth size, habitats, and intelligence, allow readers to decide for themselves who would win a one-on-one match. Eye-catching photographs and a dynamic design keep young readers engaged with new information that supports elementary science curricula."
253,253,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9065/9781906537425.jpg,Junkers Ju88: Volume 1,William A. Medcalf,Hardback,4.5,55.61,$,72.5,9781906537425,Transport,dataset/Transport/0000254.jpg,"A comprehensive study of the development and operational history of the Junkers Ju 88, exploring the many variants of this famous Luftwaffe multi-role aircraft."
254,254,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5972/9781597269728.jpg,Human Transit,Jarret Walker,Paperback,4.5,31.67,$,33.5,9781597269728,Transport,dataset/Transport/0000255.jpg,"Public transit is a powerful tool for addressing a huge range of urban problems, including traffic congestion and economic development as well as climate change. But while many people support transit in the abstract, it's often hard to channel that support into good transit investments. Part of the problem is that transit debates attract many kinds of experts, who often talk past each other. Ordinary people listen to a little of this and decide that transit is impossible to figure out. Jarrett Walker believes that transit can be simple, if we focus first on the underlying geometry that all transit technologies share. In Human Transit, Walker supplies the basic tools, the critical questions, and the means to make smarter decisions about designing and implementing transit services. Human Transit explains the fundamental geometry of transit that shapes successful systems; the process for fitting technology to a particular community; and the local choices that lead to transit-friendly development. Whether you are in the field or simply a concerned citizen, here is an accessible guide to achieving successful public transit that will enrich any community."
255,255,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062387875.jpg,Fast N' Loud,Richard Rawlings,Paperback,4.0,9.5,$,12.4,9780062387875,Transport,dataset/Transport/0000256.jpg,"This set contains all six books of the Patricia St. John series: Star of Light, The Tanglewoods' Secret, The Secret at Pheasant Cottage, Rainbow Garden, Treasures of the Snow, and Where the River Begins. In Star of Light, Hamid rubbed the light from his eyes and looked again. He was not dreaming. It was his stepfather! The man watched Kinza as a snake might watch a baby rabbit at play, waiting for the moment to strike. And for one breathless moment Hamid was sure that he would reach out and snatch her away. Hamid does not want his little blind sister, Kinza, to be sold to a beggar by their stepfather, so he decides to rescue her. Together they escape from their mountain village to a town where there may be a new home for Kinza. But this is only the start of their adventures. Will Kinza be safe? What will happen to Hamid who dares not go back home? Set in North Africa, readers will be delighted by yet another of Patricia St. John's exciting, freshly edited novels. In The Tanglewoods' Secret, Ruth and her beloved brother Philip find solace in the expanse of Tanglewoods'. There they escape into bird watching, climbing, and general misadventures with their friend Terry. But life with their Aunt is harsh and Ruth suffers from an incorrigible temper. Just when she thinks she can't take it anymore, she learns a very special secret about a very special Shepherd. When a dreadful accident hurts one they love, Ruth and Philip learn that the Tanglewoods' Secret isn't meant to be kept a secret. In The Secret at Pheasant Cottage, Lucy has lived with her grandparents at Pheasant Cottage since she was a little girl, but she has dim memories of someone else. Who was it? What are her grandparents hiding from her? Lucy is determined to find the answers, but it turns out to be harder than she expected. In Rainbow Garden, Elaine feels miserable and left out when she leaves her home in London to stay with the Owen family in Wales. It's only the little secret garden that she finds at the end of the rainbow that makes staying there seem worthwhile. And then something happens that changes everything. In Treasures of the Snow, Annette and Lucien are enemies. After Annette gets Lucien into trouble at school, he decides to get back at her by threatening the most precious thing in the world to her: her little brother Dani. But tragedy strikes. Annette is so filled with rage she sets out to alienate and humiliate Lucien at every turn. As Lucien seeks to repent and restore, light floods both of their dark hearts and Christ proves that He makes all things new. In Where the River Begins, a confused and misguided younster stays with a Christian family while his mother is institutionalized. They help him discover the source of the nearby river and the source of the Christian life."
256,256,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6209/9781620920046.jpg,Subaru Legacy/Forester 2000-09,Haynes Publishing,Paperback,4.5,24.31,$,27.5,9781620920046,Transport,dataset/Transport/0000257.jpg,"Haynes offers the best coverage for cars, trucks, vans, SUVs and motorcycles on the market today. Each manual contains easy to follow step-by-step instructions linked to hundreds of photographs and illustrations. Included in every manual: troubleshooting section to help identify specific problems; tips that give valuable short cuts to make the job easier and eliminate the need for special tools; notes, cautions and warnings for the home mechanic; color spark plug diagnosis and an easy to use index."
257,257,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760308530.jpg,"101 Projects for Your Porsche 911, 1964-1989",Wayne Dempsey,Paperback,4.5,33.84,$,,9780760308530,Transport,dataset/Transport/0000258.jpg,"DIV101 Projects for Your Porsche 911 996 and 997 1998-2008 offers 101 step-by-step projects designed to help you save thousands by maintaining, modifying, and improving your late-model Porsche 911 in your own garage./div"
258,258,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241315620.jpg,Michael O'Leary,Matt Cooper,Paperback,4.0,11.66,$,18.0,9780241315620,Transport,dataset/Transport/0000259.jpg,"Michael O'Leary is a business giant. He transformed Ryanair from a loss-making joke of an Irish carrier into one of the most valuable airlines in the world, and in the process he has revolutionized the very nature of commercial aviation. In this, the first biography of O'Leary, Alan Ruddock portrays the man in three dimensions and examines the business miracle - often talked about but poorly understood - that O'Leary has wrought. 'Ruddock's fast-paced retelling of Ryanair's rise and rise confirms O'Leary's insistence that his success has little to do with the management maxims of business gurus and everything to do with graft and ruthless attention to detail' Observer 'Probably the definitive Ryanair story ... a good read' Sunday Independent 'The fullest and most accurate picture of O'Leary to date' Irish Daily Mail 'Unlike previous books which simply chart the growth of the airline, this one is bound to get under O'Leary's skin because it reveals a great deal about his hugely driven character' Irish Independent 'Ruddock is good on the flavour of the man, a bundle of energy whose two favourite words start with an F and an S (they aren't flower and sugar)' Irish Examiner"
259,259,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8552/9781855207585.jpg,Practical Classics on Land Rover Series 1 Restoration,R M Clarke,Paperback,3.0,15.52,$,17.0,9781855207585,Transport,dataset/Transport/0000260.jpg,
260,260,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6132/9781613250662.jpg,How to Build Max-Performance Mitsubishi 4g63t Engines,Robert Bowen,Paperback,4.0,20.43,$,24.95,9781613250662,Transport,dataset/Transport/0000261.jpg,"How to Build Max-Performance Mitsubishi 4G63 Engines covers every system and component of the engine, including the turbocharger system and engine management. More than just a collection of tips and tricks, however, this book includes a complete history of the engine and its evolution, an identification guide, and advice for choosing engine components and other parts, including bolt-ons and transmission and drivetrain upgrades. Profiles of successful built-up engines show the reader examples of what works and helpful guidance for choosing the path of their own engine build."
261,261,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9347/9781934709474.jpg,Performance Automotive Engine Math,John Baechtel,Paperback,4.5,26.96,$,31.5,9781934709474,Transport,dataset/Transport/0000262.jpg,"Multi-time author and well-regarded performance engine builder/designer John Baechtel has assembled the relevant mathematics and packaged it all together in a book designed for automotive enthusiasts. This book walks readers through the complete engine, showcasing the methodology required to define each specific parameter, and how to translate the engineering math to hard measurements reflected in various engine parts. Designing the engine to work as a system of related components is no small task, but the ease with which Baechtel escorts the reader through the process makes this book perfect for both the budding engine enthusiast and the professional builder."
262,262,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5267/9781526712462.jpg,Secret SAS Missions in Africa,Michael Graham,Hardback,4.0,21.42,$,24.0,9781526712462,Transport,dataset/Transport/0000263.jpg,"The untold story of Rhodesian special forces and their defense of British Colonies in Africa during the Cold War, told by a soldier who was there. In Secret SAS Missions in Africa, a former senior member of the little-known C (Rhodesia) Squadron of Britain’s Special Air Service recounts their military operations in Africa during the Cold War. The Squadron was involved in almost continuous anti-communist operations over the period 1968 to 1980. In the unstable final stages of British colonial rule, the Squadron was constantly on the move. African nationalist movements, backed by Russia and China, posed a constant and deadly threat to colonial regimes. Small detachments of the SAS, with highly developed bush warfare skills, proved devastatingly effective at countering rebel factions in Kenya, Mozambique, Rhodesia, and elsewhere on the continent."
263,263,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8596/9781859606193.jpg,Two-Stroke Performance Tuning,A. Graham Bell,Hardback,4.5,24.74,$,31.4,9781859606193,Transport,dataset/Transport/0000264.jpg,"Engine-tuning expert A. Graham Bell steers you through the various modifications that can be made to coax maximum useable power output and mechanical reliability from your two-stroke. Fully revised with the latest information on all areas of engine operation, from air and fuel, through carburation, ignition, cylinders, porting, reed and rotary valves, and exhaust systems to cooling and lubrication, dyno tuning and gearing."
264,264,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9058/9781905864898.jpg,Morocco Overland Route Guide - From the Atlas to the Sahara: 4WD - Motorcycle - Van - Mountain Bike 2017,Chris Scott,Paperback,4.5,20.13,$,29.9,9781905864898,Transport,dataset/Transport/0000265.jpg,"Covering over 10,000km from the Atlas to the Sahara, Morocco Overland features detailed GPS off-road routes for 4WDs, motorcycles and mountain bikes as well as scenic byways suitable for any vehicle."
265,265,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760323915.jpg,"How to Draw Cars Like a Pro, 2nd Edition",Thom Taylor,Paperback,4.0,18.11,$,19.1,9780760323915,Transport,dataset/Transport/0000266.jpg,"DIVIn this long-awaited follow-up to the best-selling first edition of How to Draw Cars Like a Pro, renowned car designer Thom Taylor goes back to the drawing board to update his classic with all-new illustrations and to expand on such topics as the use of computers in design today.Taylor begins with advice on selecting the proper tools and equipment, then moves on to perspective and proportion, sketching and cartooning, various media, and light, shadow, reflection, color, and even interiors.Written to help enthusiasts at all artistic levels, his book also features more than 200 examples from many of today’s top artists in the automotive field. Updated to include computerized illustration techniques./div"
266,266,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8578/9781857886207.jpg,Ride Like Hell and You'll Get There,Paul Carter,Paperback,3.5,12.74,$,18.0,9781857886207,Transport,dataset/Transport/0000267.jpg,Record machine-generated from publisher information.
267,267,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7893/9780789322135.jpg,The Art of the Racing Motorcycle,Philip Tooth,Hardback,4.5,40.45,$,53.5,9780789322135,Transport,dataset/Transport/0000268.jpg,"A heart-wrenching but deeply funny and ultimately uplifting story of family, love, loyalty, and hope--a captivating look at the wonders and absurdities of human life . . . as only a dog could tell it"
268,268,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5639/9781563920233.jpg,Toyota Land Cruiser (68 - 82),J. H. Haynes,Hardback,4.5,25.08,$,27.5,9781563920233,Transport,dataset/Transport/0000269.jpg,"Chilton's original line of model-specific information covers older vehicles. Each manual offers repair and tune-up guidance designed for the weekend for the weekend mechanic, covering basic maintenance and troubleshooting. For the hobbyist or used car owner, this information is essential and unavailable elsewhere."
269,269,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409165071.jpg,And On That Bombshell,Richard Porter,Paperback,4.5,9.46,$,11.4,9781409165071,Transport,dataset/Transport/0000270.jpg,"A fascinating, thematic exploration of clichés from as the actress said to the bishop to zero hour, explaining what they are and where they’ve come from. Julia Cresswell has taken her best-selling dictionary of clichés (‘Sumptuous... A mine of information.’ Guardian) back to the drawing board and has created a book, packed with famous (and infamous) quotations and memorable information, that will change the way you see English."
270,270,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7802/9781780226361.jpg,Dangerous Days on the Victorian Railways,Terry Deary,Paperback,3.5,6.68,$,12.4,9781780226361,Transport,dataset/Transport/0000271.jpg,"The Victorians risked more than just delays when boarding a steam train . . . Victorian inventors certainly didn't lack steam, but while they squabbled over who deserved the title of 'The Father of the Locomotive' and enjoyed their fame and fortune, safety on the rails was not their priority. Brakes were seen as a needless luxury and boilers had an inconvenient tendency to overheat and explode, and in turn, blow up anyone in reach. Often recognised as having revolutionised travel and industrial Britain, Victorian railways were perilous. Disease, accidents and disasters accounted for thousands of deaths and many more injuries. While history has focused on the triumph of engineers, the victims of the Victorian railways had names, lives and families and they deserve to be remembered . . ."
271,271,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5578/9781557885494.jpg,Street Rotary,Mark Warner,Paperback,4.5,24.62,$,31.5,9781557885494,Transport,dataset/Transport/0000272.jpg,"The ultimate performance guide to the rotary engines built by Mazda from 1978 to the present. Includes: Engine history and identification ? Rotary engine fundamentals ? Component selection and modifications ? Housings and porting ? Rotors, seals, and internals ? Intake and fuel systems ? Exhaust Systems ? Engine management and ignition ? Oil and lubrication systems ? Forced induction ? Nitrous, water and alcohol injection"
272,272,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6209/9781620921791.jpg,Toyota Hilux 4X4 (Aus),Haynes Publishing,Paperback,0.0,25.55,$,27.5,9781620921791,Transport,dataset/Transport/0000273.jpg,
273,273,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5857/9781585744602.jpg,SAS Tracking & Navigation Handbook,Neil Wilson,Paperback,4.0,12.76,$,19.95,9781585744602,Transport,dataset/Transport/0000274.jpg,
