,Unnamed: 0,Unnamed: 0.1,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
10,10,10,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9978/9780997895827.jpg,Goodnight Stories for Rebel Girls 2,Elena Favilli,Hardback,4.5,21.15,$,30.9,9780997895827,Biography,dataset/Biography/0000011.jpg,"A NEW YORK TIMES BESTSELLER This sequel to the sensational New York Times bestseller, Good Night Stories for Rebel Girls, showcases 100 brand-new bedtime stories of incredible women throughout history and around the world. In this book, readers will embark on an empowering journey through 100 new bedtime stories, featuring the adventures of extraordinary women through the ages, from Nefertiti to Beyoncé. The unique narrative style of Good Night Stories for Rebel Girls transforms each biography into a fairytale, filling readers with wonder and a burning curiosity to know more about each hero. Good Night Stories for Rebel Girls 2 boasts a brand-new graphic design, a glossary, and full-page, full-color portraits of each subject, created by the best female artists of our time."
11,11,11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8460/9781846045127.jpg,The Choice,Edith Eger,Paperback,4.5,9.37,$,11.5,9781846045127,Biography,dataset/Biography/0000012.jpg,"A New York Times Bestseller “I’ll be forever changed by Dr. Eger’s story…The Choice is a reminder of what courage looks like in the worst of times and that we all have the ability to pay attention to what we’ve lost, or to pay attention to what we still have.”—Oprah “Dr. Eger’s life reveals our capacity to transcend even the greatest of horrors and to use that suffering for the benefit of others. She has found true freedom and forgiveness and shows us how we can as well.” —Desmond Tutu, Nobel Peace Prize Laureate “Dr. Edith Eva Eger is my kind of hero. She survived unspeakable horrors and brutality; but rather than let her painful past destroy her, she chose to transform it into a powerful gift—one she uses to help others heal.” —Jeannette Walls, New York Times bestselling author of The Glass Castle Winner of the National Jewish Book Award and Christopher Award At the age of sixteen, Edith Eger was sent to Auschwitz. Hours after her parents were killed, Nazi officer Dr. Josef Mengele, forced Edie to dance for his amusement and her survival. Edie was pulled from a pile of corpses when the American troops liberated the camps in 1945. Edie spent decades struggling with flashbacks and survivor’s guilt, determined to stay silent and hide from the past. Thirty-five years after the war ended, she returned to Auschwitz and was finally able to fully heal and forgive the one person she’d been unable to forgive—herself. Edie weaves her remarkable personal journey with the moving stories of those she has helped heal. She explores how we can be imprisoned in our own minds and shows us how to find the key to freedom. The Choice is a life-changing book that will provide hope and comfort to generations of readers."
12,12,12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5445/9781544512273.jpg,Can't Hurt Me,David Goggins,Paperback,4.5,19.37,$,,9781544512273,Biography,dataset/Biography/0000013.jpg,"New York Times Bestseller Over 2.5 million copies sold For David Goggins, childhood was a nightmare - poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline, mental toughness, and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a U.S. Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force Tactical Air Controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him The Fittest (Real) Man in America. In this curse-word-free edition of Can't Hurt Me, he shares his astonishing life story and reveals that most of us tap into only 40% of our capabilities. Goggins calls this The 40% Rule, and his story illuminates a path that anyone can follow to push past pain, demolish fear, and reach their full potential."
13,13,13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753557525.jpg,Elon Musk,Ashlee Vance,Paperback,4.0,7.61,$,7.8,9780753557525,Biography,dataset/Biography/0000014.jpg,"This notebook contains 120 blank, lined pages that can be used as a notebook or as a journal at home, at work or at school. The cover phrase ""Technoking"" refers to the job title Elon Musk gave himself. It's a cool-sounding job title. Great for yourself or as a gift for family and friends, for anyone who is interested in science, STEM, technology, pop culture, Elon Musk, Tesla, electronics, computers, coding and more."
14,14,14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141014081.jpg,The Complete MAUS,Art Spiegelman,Paperback,4.5,17.61,$,21.1,9780141014081,Biography,dataset/Biography/0000015.jpg,"Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe. By addressing the horror of the Holocaust through cartoons, the author captures the everyday reality of fear and is able to explore the guilt, relief and extraordinary sensation of survival - and how the children of survivors are in their own way affected by the trials of their parents. A contemporary classic of immeasurable significance."
15,15,15,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751529814.jpg,Tuesdays With Morrie,Mitch Albom,Paperback,4.0,5.15,$,11.4,9780751529814,Biography,dataset/Biography/0000016.jpg,"#1 NEW YORK TIMES BESTSELLER • A special 25th anniversary edition of the beloved book that changed millions of lives—with a new afterword by the author “A wonderful book, a story of the heart told by a writer with soul.”—Los Angeles Times Maybe it was a grandparent, or a teacher, or a colleague. Someone older, patient and wise, who understood you when you were young and searching, helped you see the world as a more profound place, gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago. Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded, and the world seemed colder. Wouldn’t you like to see that person again, ask the bigger questions that still haunt you, receive wisdom for your busy life today the way you once did when you were younger? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man’s life. Knowing he was dying, Morrie visited with Mitch in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final “class”: lessons in how to live. Tuesdays with Morrie is a magical chronicle of their time together, through which Mitch shares Morrie’s lasting gift with the world."
16,16,16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509868087.jpg,Bad Blood,John Carreyrou,Paperback,4.5,8.4,$,12.4,9781509868087,Biography,dataset/Biography/0000017.jpg,"NATIONAL BESTSELLER • The gripping story of Elizabeth Holmes and Theranos—one of the biggest corporate frauds in history—a tale of ambition and hubris set amid the bold promises of Silicon Valley, rigorously reported by the prize-winning journalist. With a new Afterword. “Chilling ... Reads like a thriller ... Carreyrou tells [the Theranos story] virtually to perfection.” —The New York Times Book Review In 2014, Theranos founder and CEO Elizabeth Holmes was widely seen as the next Steve Jobs: a brilliant Stanford dropout whose startup “unicorn” promised to revolutionize the medical industry with its breakthrough device, which performed the whole range of laboratory tests from a single drop of blood. Backed by investors such as Larry Ellison and Tim Draper, Theranos sold shares in a fundraising round that valued the company at more than $9 billion, putting Holmes’s worth at an estimated $4.5 billion. There was just one problem: The technology didn’t work. Erroneous results put patients in danger, leading to misdiagnoses and unnecessary treatments. All the while, Holmes and her partner, Sunny Balwani, worked to silence anyone who voiced misgivings—from journalists to their own employees."
17,17,17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5532/9780553296983.jpg,The Diary of a Young Girl,Anne Frank,Paperback,4.0,6.52,$,,9780553296983,Biography,dataset/Biography/0000018.jpg,The compelling diary of a young girl on the brink of maturity as her life draws to toward its tragic end -- one of the most moving and vivid documents of the Jewish experience.
18,18,18,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7475/9780747585664.jpg,"Eat, Pray, Love",Elizabeth Gilbert,Paperback,3.5,8.86,$,11.4,9780747585664,Biography,dataset/Biography/0000019.jpg,"Traces the author's decision to quit her job and travel the world for a year after suffering a midlife crisis and divorce, an endeavor that took her to three places in her quest to explore her own nature, experience fulfillment and learn the art of spiritual balance. (Biography & autobiography). Reissue. A best-selling book. Movie tie-in."
19,19,19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5290/9781529028485.jpg,No Friend but the Mountains,Behrouz Boochani,Paperback,4.0,8.68,$,12.4,9781529028485,Biography,dataset/Biography/0000020.jpg,"Winner of Australia’s richest literary award, No Friend but the Mountains is Kurdish-Iranian journalist and refugee Behrouz Boochani’s account of his detainment on Australia’s notorious Manus Island prison. Composed entirely by text message, this work represents the harrowing experience of stateless and imprisoned refugees and migrants around the world. In 2013, Kurdish-Iranian journalist Behrouz Boochani was illegally detained on Manus Island, a refugee detention centre off the coast of Australia. He has been there ever since. This book is the result. Laboriously tapped out on a mobile phone and translated from the Farsi. It is a voice of witness, an act of survival. A lyric first-hand account. A cry of resistance. A vivid portrait of five years of incarceration and exile. Winner of the Victorian Prize for Literature, No Friend but the Mountains is an extraordinary account — one that is disturbingly representative of the experience of the many stateless and imprisoned refugees and migrants around the world. “Our government jailed his body, but his soul remained that of a free man.” — From the Foreword by Man Booker Prize–winning author Richard Flanagan"
20,20,20,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0621/9780062105240.jpg,The Happiness Project,Gretchen Rubin,Paperback,3.5,7.34,$,8.8,9780062105240,Biography,dataset/Biography/0000021.jpg,"“This book made me happy in the first five pages.” —AJ Jacobs, author of The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible Award-winning author Gretchen Rubin is back with a bang, with The Happiness Project. The author of the bestselling 40 Ways to Look at Winston Churchill has produced a work that is “a cross between the Dalai Lama’s The Art of Happiness and Elizabeth Gilbert’s Eat, Pray, Love.” (Sonya Lyubomirsky, author of The How of Happiness: A Scientific Approach to Getting the Life You Want) In the vein of Julie and Julia, The Happiness Project describes one person’s year-long attempt to discover what leads to true contentment. Drawing at once on cutting-edge science, classical philosophy, and real-world applicability, Rubin has written an engaging, eminently relatable chronicle of transformation."
21,21,21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7802/9781780226583.jpg,I Am Malala,Malala Yousafzai,Paperback,4.0,8.25,$,11.4,9781780226583,Biography,dataset/Biography/0000022.jpg,"A MEMOIR BY THE YOUNGEST RECIPIENT OF THE NOBEL PEACE PRIZE As seen on Netflix with David Letterman ""I come from a country that was created at midnight. When I almost died it was just after midday."" When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education. On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at point-blank range while riding the bus home from school, and few expected her to survive. Instead, Malala's miraculous recovery has taken her on an extraordinary journey from a remote valley in northern Pakistan to the halls of the United Nations in New York. At sixteen, she became a global symbol of peaceful protest and the youngest nominee ever for the Nobel Peace Prize. I AM MALALA is the remarkable tale of a family uprooted by global terrorism, of the fight for girls' education, of a father who, himself a school owner, championed and encouraged his daughter to write and attend school, and of brave parents who have a fierce love for their daughter in a society that prizes sons. I AM MALALA will make you believe in the power of one person's voice to inspire change in the world."
22,22,22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471146725.jpg,Shoe Dog,Phil Knight,Paperback,4.5,9.07,$,12.9,9781471146725,Biography,dataset/Biography/0000023.jpg,"In this instant and tenacious New York Times bestseller, Nike founder and board chairman Phil Knight “offers a rare and revealing look at the notoriously media-shy man behind the swoosh” (Booklist, starred review), illuminating his company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands. Bill Gates named Shoe Dog one of his five favorite books of 2016 and called it “an amazing tale, a refreshingly honest reminder of what the path to business success really looks like. It’s a messy, perilous, and chaotic journey, riddled with mistakes, endless struggles, and sacrifice. Phil Knight opens up in ways few CEOs are willing to do.” Fresh out of business school, Phil Knight borrowed fifty dollars from his father and launched a company with one simple mission: import high-quality, low-cost running shoes from Japan. Selling the shoes from the trunk of his car in 1963, Knight grossed eight thousand dollars that first year. Today, Nike’s annual sales top $30 billion. In this age of start-ups, Knight’s Nike is the gold standard, and its swoosh is one of the few icons instantly recognized in every corner of the world. But Knight, the man behind the swoosh, has always been a mystery. In Shoe Dog, he tells his story at last. At twenty-four, Knight decides that rather than work for a big corporation, he will create something all his own, new, dynamic, different. He details the many risks he encountered, the crushing setbacks, the ruthless competitors and hostile bankers—as well as his many thrilling triumphs. Above all, he recalls the relationships that formed the heart and soul of Nike, with his former track coach, the irascible and charismatic Bill Bowerman, and with his first employees, a ragtag group of misfits and savants who quickly became a band of swoosh-crazed brothers. Together, harnessing the electrifying power of a bold vision and a shared belief in the transformative power of sports, they created a brand—and a culture—that changed everything."
23,23,23,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753541647.jpg,Lean In,Sheryl Sandberg,Paperback,4.0,9.76,$,12.9,9780753541647,Biography,dataset/Biography/0000024.jpg,"The #1 international best seller In Lean In, Sheryl Sandberg reignited the conversation around women in the workplace. Sandberg is chief operating officer of Facebook and coauthor of Option B with Adam Grant. In 2010, she gave an electrifying TED talk in which she described how women unintentionally hold themselves back in their careers. Her talk, which has been viewed more than six million times, encouraged women to “sit at the table,” seek challenges, take risks, and pursue their goals with gusto. Lean In continues that conversation, combining personal anecdotes, hard data, and compelling research to change the conversation from what women can’t do to what they can. Sandberg provides practical advice on negotiation techniques, mentorship, and building a satisfying career. She describes specific steps women can take to combine professional achievement with personal fulfillment, and demonstrates how men can benefit by supporting women both in the workplace and at home. Written with humor and wisdom, Lean In is a revelatory, inspiring call to action and a blueprint for individual growth that will empower women around the world to achieve their full potential."
24,24,24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753510995.jpg,"Screw It, Let's Do It",Sir Richard Branson,Paperback,4.0,4.15,$,4.7,9780753510995,Biography,dataset/Biography/0000025.jpg,"Throughout my life I have achieved many remarkable things. In Screw It, Let's Do It, I will share with you my ideas and the secrets of my success, but not simply because I hope they'll help you achieve your individual goals. Today we are increasingly aware of the effects of our actions on the environment, and I strongly believe that we each have a responsibility, as individuals and organisations, to do no harm. I will draw on Gaia Capitalism to explain why we need to take stock of how we may be damaging the environment, and why it is up to big companies like Virgin to lead the way in a more holistic approach to business. In Screw It, Let's Do It I'll be looking forwards to the future. A lot has changed since I founded Virgin in 1968, and I'll explain how I intend to take my business and my ideas to the next level and the new and exciting areas - such as launching Virgin Fuels - into which Virgin is currently moving. But I have also brought together all the important lessons, good advice and inspirational adages that have helped me along the road to success. Ironically, I have never been one to do things by the book, but I have been inspired and influenced by many remarkable people. I hope that you too might find a little inspiration between these pages."
25,25,25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099539551.jpg,The Hare with Amber Eyes,Edmund de Waal,Paperback,4.0,12.75,$,13.9,9780099539551,Biography,dataset/Biography/0000026.jpg,"The classic hardback edition, completely reimagined with gorgeous new photography of the now-famous netsuke collection, and sumptuous full-colour images hand-picked by Edmund de Waal from his family archive 264 Japanese wood and ivory carvings, none of them bigger than a matchbox- Edmund de Waal was entranced when he first encountered the collection in his great uncle Iggie's Tokyo apartment. When he later inherited the 'netsuke', they unlocked a story far larger and more dramatic than he could ever have imagined. From a burgeoning empire in Odessa to fin de si cle Paris, from occupied Vienna to Tokyo, Edmund de Waal traces the netsuke's journey through generations of his remarkable family against the backdrop of a tumultuous century."
26,26,26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444737110.jpg,A Street Cat Named Bob,James Bowen,Paperback,4.0,7.52,$,11.5,9781444737110,Biography,dataset/Biography/0000027.jpg,"The original bestseller and heartwarming story of the life-saving friendship between a man and his streetwise cat '[Bob] has entranced London like no feline since the days of Dick Whittington.' (Evening Standard) 'A heartwarming tale with a message of hope' (Daily Mail) 'Reminded me how amazing having a cat can be' (Glamour) * * * * * * * * The uplifting true story of an unlikely friendship between a man on the streets of Covent Garden and the ginger cat who adopts him and helps him heal his life. Now a major motion picture starring Luke Treadaway. When James Bowen found an injured, ginger street cat curled up in the hallway of his sheltered accommodation, he had no idea just how much his life was about to change. James was living hand to mouth on the streets of London and the last thing he needed was a pet. Yet James couldn't resist helping the strikingly intelligent tom cat, whom he quickly christened Bob. He slowly nursed Bob back to health and then sent the cat on his way, imagining he would never see him again. But Bob had other ideas. Soon the two were inseparable and their diverse, comic and occasionally dangerous adventures would transform both their lives, slowly healing the scars of each other's troubled pasts. A Street Cat Named Bob is a moving and uplifting story that will touch the heart of anyone who reads it. IF you love A Street Cat Named Bob, don't miss The Little Book of Bob, the new book from James and Bob."
27,27,27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405930994.jpg,Lion,Saroo Brierley,Paperback,4.0,8.85,$,10.8,9781405930994,Biography,dataset/Biography/0000028.jpg,"Bristling with intelligence and shimmering with romance, this novel tests the boundary between history and myth. Patrick Lewis arrives in Toronto in the 1920s and earns his living searching for a vanished millionaire and tunneling beneath Lake Ontario. In the course of his adventures, Patrick's life intersects with those of characters who reappear in Ondaatje's Booker Prize-winning The English Patient. 256 pp."
28,28,28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7874/9781787460614.jpg,Mindhunter,John Douglas,Paperback,4.0,10.01,$,11.4,9781787460614,Biography,dataset/Biography/0000029.jpg,"Includes material on ""the Trailside Killer in San Francisco, the Atlanta child murderer, the Tylenol poisoner, the man who hunted prostitutes for sport in the woods of Alaska, and Seattle's Green River killer ..."""
29,29,29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007204496.jpg,Fear and Loathing in Las Vegas,Hunter S. Thompson,Paperback,4.0,8.3,$,11.49,9780007204496,Biography,dataset/Biography/0000030.jpg,"50th Anniversary Edition • With an introduction by Caity Weaver, acclaimed New York Times journalist This cult classic of gonzo journalism is the best chronicle of drug-soaked, addle-brained, rollicking good times ever committed to the printed page. It is also the tale of a long weekend road trip that has gone down in the annals of American pop culture as one of the strangest journeys ever undertaken. Also a major motion picture directed by Terry Gilliam, starring Johnny Depp and Benicio del Toro."
