,Unnamed: 0,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
10,10,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8460/9781846041242.jpg,Man's Search For Meaning,Viktor E. Frankl,Paperback,4.5,9.66,$,,9781846041242,Society-Social-Sciences,dataset/Society-Social-Sciences/0000011.jpg,"Over 16 million copies sold worldwide 'Every human being should read this book' Simon Sinek One of the outstanding classics to emerge from the Holocaust, Man's Search for Meaning is Viktor Frankl's story of his struggle for survival in Auschwitz and other Nazi concentration camps. Today, this remarkable tribute to hope offers us an avenue to finding greater meaning and purpose in our own lives."
11,11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6077/9781607747307.jpg,The Life-Changing Magic of Tidying Up,Marie Kondo,Hardback,4.0,13.55,$,21.6,9781607747307,Society-Social-Sciences,dataset/Society-Social-Sciences/0000012.jpg,"The ""genius"" national bestseller on the art of caring less and getting more -- from the author of Calm the F*ck Down and F*ck No (Cosmopolitan). Are you stressed out, overbooked, and underwhelmed by life? Fed up with pleasing everyone else before you please yourself? It's time to stop giving a f*ck. This brilliant, hilarious, and practical parody of Marie Kondo's bestseller The Life-Changing Magic of Tidying Up explains how to rid yourself of unwanted obligations, shame, and guilt -- and give your f*cks instead to people and things that make you happy. The easy-to-use, two-step NotSorry Method for mental decluttering will help you unleash the power of not giving a f*ck about: Family drama Having a ""bikini body"" Iceland Co-workers' opinions, pets, and children And other bullsh*t! And it will free you to spend your time, energy, and money on the things that really matter. So what are you waiting for? Stop giving a f*ck and start living your best life today! Discover more of the magic of not giving a f*ck with The Life-Changing Magic of Not Giving a F*ck Journal."
12,12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141978611.jpg,The Body Keeps the Score,Bessel van der Kolk,Paperback,4.5,10.99,$,13.9,9780141978611,Society-Social-Sciences,dataset/Society-Social-Sciences/0000013.jpg,"#1 New York Times bestseller “Essential reading for anyone interested in understanding and treating traumatic stress and the scope of its impact on society.” —Alexander McFarlane, Director of the Centre for Traumatic Stress Studies A pioneering researcher transforms our understanding of trauma and offers a bold new paradigm for healing in this New York Times bestseller Trauma is a fact of life. Veterans and their families deal with the painful aftermath of combat; one in five Americans has been molested; one in four grew up with alcoholics; one in three couples have engaged in physical violence. Dr. Bessel van der Kolk, one of the world’s foremost experts on trauma, has spent over three decades working with survivors. In The Body Keeps the Score, he uses recent scientific advances to show how trauma literally reshapes both body and brain, compromising sufferers’ capacities for pleasure, engagement, self-control, and trust. He explores innovative treatments—from neurofeedback and meditation to sports, drama, and yoga—that offer new paths to recovery by activating the brain’s natural neuroplasticity. Based on Dr. van der Kolk’s own research and that of other leading specialists, The Body Keeps the Score exposes the tremendous power of our relationships both to hurt and to heal—and offers new hope for reclaiming lives."
13,13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784703936.jpg,Homo Deus,Yuval Noah Harari,Paperback,4.5,12.9,$,,9781784703936,Society-Social-Sciences,dataset/Society-Social-Sciences/0000014.jpg,"International Bestseller From the author of the international bestseller Sapiens: A Brief History of Humankind comes an extraordinary new book that explores the future of the human species. Yuval Noah Harari, author of the bestselling Sapiens: A Brief History of Humankind, envisions a not-too-distant world in which we face a new set of challenges. In Homo Deus, he examines our future with his trademark blend of science, history, philosophy and every discipline in between. Homo Deus explores the projects, dreams and nightmares that will shape the twenty-first century – from overcoming death to creating artificial life. It asks the fundamental questions: Where do we go from here? And how will we protect this fragile world from our own destructive powers? This is the next stage of evolution. This is Homo Deus. War is obsolete You are more likely to commit suicide than be killed in conflict Famine is disappearing You are at more risk of obesity than starvation Death is just a technical problem Equality is out – but immortality is in What does our future hold?"
14,14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3455/9780345514400.jpg,I Know Why the Caged Bird Sings,Maya Angelou,Paperback,4.0,7.07,$,,9780345514400,Society-Social-Sciences,dataset/Society-Social-Sciences/0000015.jpg,"Here is a book as joyous and painful, as mysterious and memorable, as childhood itself. I Know Why the Caged Bird Sings captures the longing of lonely children, the brute insult of bigotry, and the wonder of words that can make the world right. Maya Angelou’s debut memoir is a modern American classic beloved worldwide. Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local “powhitetrash.” At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors (“I met and fell in love with William Shakespeare”) will allow her to be free instead of imprisoned. Poetic and powerful, I Know Why the Caged Bird Sings will touch hearts and change minds for as long as people read. “I Know Why the Caged Bird Sings liberates the reader into life simply because Maya Angelou confronts her own life with such a moving wonder, such a luminous dignity.”—James Baldwin From the Paperback edition."
15,15,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141983769.jpg,Why We Sleep,Matthew Walker,Paperback,4.5,9.93,$,12.4,9780141983769,Society-Social-Sciences,dataset/Society-Social-Sciences/0000016.jpg,"""Sleep is one of the most important but least understood aspects of our life, wellness, and longevity ... An explosion of scientific discoveries in the last twenty years has shed new light on this fundamental aspect of our lives. Now ... neuroscientist and sleep expert Matthew Walker gives us a new understanding of the vital importance of sleep and dreaming""--Amazon.com."
16,16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5533/9780553386691.jpg,The Whole-Brain Child,Daniel J Siegel,Paperback,4.0,12.71,$,21.1,9780553386691,Society-Social-Sciences,dataset/Society-Social-Sciences/0000017.jpg,"In this pioneering, practical book for parents, neuroscientist Daniel J. Siegel and parenting expert Tina Payne Bryson explain the new science of how a child's brain is wired and how it matures. Different parts of a child's brain develop at different speeds and understanding these differences can help you turn any outburst, argument, or fear into a chance to integrate your child's brain and raise calmer, happier children. Featuring clear explanations, age-appropriate strategies and illustrations that will help you explain these concepts to your child, The Whole-Brain Child will help your children to lead balanced, meaningful, and connected lives using twelve key strategies, including: Name It to Tame It: Corral raging right-brain behavior through left-brain storytelling, appealing to the left brain's affinity for words and reasoning to calm emotional storms and bodily tension. Engage, Don't Enrage: Keep your child thinking and listening, instead of purely reacting. Move It or Lose It: Use physical activities to shift your child's emotional state. Let the Clouds of Emotion Roll By: Guide your children when they are stuck on a negative emotion, and help them understand that feelings come and go. SIFT: Help children pay attention to the Sensations, Images, Feelings, and Thoughts within them so that they can make better decisions and be more flexible. Connect Through Conflict: Use discord to encourage empathy and greater social success."
17,17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8784/9781878424310.jpg,The Four Agreements,Don Miguel Ruiz,Paperback,4.0,9.45,$,13.9,9781878424310,Society-Social-Sciences,dataset/Society-Social-Sciences/0000018.jpg,"In The Four Agreements, bestselling author don Miguel Ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. Based on ancient Toltec wisdom, The Four Agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. • A New York Times bestseller for over a decade • Translated into 46 languages worldwide “This book by don Miguel Ruiz, simple yet so powerful, has made a tremendous difference in how I think and act in every encounter.” — Oprah Winfrey “Don Miguel Ruiz’s book is a roadmap to enlightenment and freedom.” — Deepak Chopra, Author, The Seven Spiritual Laws of Success “An inspiring book with many great lessons.” — Wayne Dyer, Author, Real Magic “In the tradition of Castaneda, Ruiz distills essential Toltec wisdom, expressing with clarity and impeccability what it means for men and women to live as peaceful warriors in the modern world.” — Dan Millman, Author, Way of the Peaceful Warrior"
18,18,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523622.jpg,The Man Who Mistook His Wife for a Hat,Oliver Sacks,Paperback,4.0,5.92,$,14.8,9780330523622,Society-Social-Sciences,dataset/Society-Social-Sciences/0000019.jpg,"In his most beloved and extraordinary book, Dr. Sacks recounts the case histories of patients inhabiting the compelling world of neurological disorders. Featuring a preface never before included. Oliver Sacks's The Man Who Mistook His Wife for a Hat tells the stories of individuals afflicted with perceptual and intellectual disorders: patients who have lost their memories and with them the greater part of their pasts; who are no longer able to recognize people and common objects; whose limbs seem alien to them; who lack some skills yet are gifted with uncanny artistic or mathematical talents. In Dr. Sacks's splendid and sympathetic telling, his patients are deeply human, and his tales are studies of struggles against incredible adversity. A great healer, Sacks never loses sight of medicine's ultimate responsibility: ""the suffering, afflicted, fighting human subject."""
19,19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141029191.jpg,Quiet,Susan Cain,Paperback,4.0,9.79,$,12.4,9780141029191,Society-Social-Sciences,dataset/Society-Social-Sciences/0000020.jpg,
20,20,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472139955.jpg,Mindset - Updated Edition,Carol Dweck,Paperback,4.0,8.6,$,13.9,9781472139955,Society-Social-Sciences,dataset/Society-Social-Sciences/0000021.jpg,"World-renowned Stanford University psychologist Carol Dweck, in decades of research on achievement and success, has discovered a truly groundbreaking idea-the power of our mindset. Dweck explains why it's not just our abilities and talent that bring us success-but whether we approach them with a fixed or growth mindset. She makes clear why praising intelligence and ability doesn't foster self-esteem and lead to accomplishment, but may actually jeopardize success. With the right mindset, we can motivate our kids and help them to raise their grades, as well as reach our own goals-personal and professional. Dweck reveals what all great parents, teachers, CEOs, and athletes already know: how a simple idea about the brain can create a love of learning and a resilience that is the basis of great accomplishment in every area."
21,21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572245372.jpg,The Untethered Soul,Michael A. Singer,Paperback,4.0,10.46,$,,9781572245372,Society-Social-Sciences,dataset/Society-Social-Sciences/0000022.jpg,"The chapters of this book are nothing but mirrors for seeing your ''self'' from different angles. And though the journey we are about to embark on is an inner one, it will draw upon every aspect of your life. The only requirement asked of you is the willingness to honestly look at yourself in the most natural, intuitive manner. Remember, if we are seeking the root of ''self,'' what we are actually seeking is you. As you read through these pages, you will find that you know much more than you thought you did about some very deep subjects. The fact is, you already know how to find yourself; you have just gotten distracted and disoriented. Once refocused, you will realize that you not only have the ability to find yourself, you have the ability to free yourself. Whether you choose to do so or not is entirely up to you. But upon completion of your journey through these chapters, there will be no more confusion, no more lack of empowerment, and no more blaming others. You will know exactly what must be done. And should you choose to devote yourself to the ongoing journey of self-realization, you will develop a tremendous sense of respect for who you really are. It is only then that you will come to appreciate the full depth of meaning in the advice: ''This above all: to thine own self be true.'' ---- Introduction"
22,22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473637467.jpg,Factfulness,Hans Rosling,Hardback,4.5,11.82,$,18.0,9781473637467,Society-Social-Sciences,dataset/Society-Social-Sciences/0000023.jpg,"INSTANT NEW YORK TIMES BESTSELLER “One of the most important books I’ve ever read—an indispensable guide to thinking clearly about the world.” – Bill Gates “Hans Rosling tells the story of ‘the secret silent miracle of human progress’ as only he can. But Factfulness does much more than that. It also explains why progress is so often secret and silent and teaches readers how to see it clearly.” —Melinda Gates ""Factfulness by Hans Rosling, an outstanding international public health expert, is a hopeful book about the potential for human progress when we work off facts rather than our inherent biases."" - Former U.S. President Barack Obama Factfulness: The stress-reducing habit of only carrying opinions for which you have strong supporting facts. When asked simple questions about global trends—what percentage of the world’s population live in poverty; why the world’s population is increasing; how many girls finish school—we systematically get the answers wrong. So wrong that a chimpanzee choosing answers at random will consistently outguess teachers, journalists, Nobel laureates, and investment bankers. In Factfulness, Professor of International Health and global TED phenomenon Hans Rosling, together with his two long-time collaborators, Anna and Ola, offers a radical new explanation of why this happens. They reveal the ten instincts that distort our perspective—from our tendency to divide the world into two camps (usually some version of us and them) to the way we consume media (where fear rules) to how we perceive progress (believing that most things are getting worse). Our problem is that we don’t know what we don’t know, and even our guesses are informed by unconscious and predictable biases. It turns out that the world, for all its imperfections, is in a much better state than we might think. That doesn’t mean there aren’t real concerns. But when we worry about everything all the time instead of embracing a worldview based on facts, we can lose our ability to focus on the things that threaten us most. Inspiring and revelatory, filled with lively anecdotes and moving stories, Factfulness is an urgent and essential book that will change the way you see the world and empower you to respond to the crises and opportunities of the future. --- “This book is my last battle in my life-long mission to fight devastating ignorance...Previously I armed myself with huge data sets, eye-opening software, an energetic learning style and a Swedish bayonet for sword-swallowing. It wasn’t enough. But I hope this book will be.” Hans Rosling, February 2017."
23,23,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0612/9780061241895.jpg,influence,Robert B. Cialdini,Paperback,4.0,11.38,$,19.1,9780061241895,Society-Social-Sciences,dataset/Society-Social-Sciences/0000024.jpg,
24,24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7873/9781787330870.jpg,21 Lessons for the 21st Century,Yuval Noah Harari,Paperback,4.0,19.07,$,19.1,9781787330870,Society-Social-Sciences,dataset/Society-Social-Sciences/0000025.jpg,"#1 NEW YORK TIMES BESTSELLER • In Sapiens, he explored our past. In Homo Deus, he looked to our future. Now, one of the most innovative thinkers on the planet turns to the present to make sense of today’s most pressing issues. “Fascinating . . . a crucial global conversation about how to take on the problems of the twenty-first century.”—Bill Gates, The New York Times Book Review NAMED ONE OF THE BEST BOOKS OF THE YEAR BY FINANCIAL TIMES AND PAMELA PAUL, KQED How do computers and robots change the meaning of being human? How do we deal with the epidemic of fake news? Are nations and religions still relevant? What should we teach our children? Yuval Noah Harari’s 21 Lessons for the 21st Century is a probing and visionary investigation into today’s most urgent issues as we move into the uncharted territory of the future. As technology advances faster than our understanding of it, hacking becomes a tactic of war, and the world feels more polarized than ever, Harari addresses the challenge of navigating life in the face of constant and disorienting change and raises the important questions we need to ask ourselves in order to survive. In twenty-one accessible chapters that are both provocative and profound, Harari builds on the ideas explored in his previous books, untangling political, technological, social, and existential issues and offering advice on how to prepare for a very different future from the world we now live in: How can we retain freedom of choice when Big Data is watching us? What will the future workforce look like, and how should we ready ourselves for it? How should we deal with the threat of terrorism? Why is liberal democracy in crisis? Harari’s unique ability to make sense of where we have come from and where we are going has captured the imaginations of millions of readers. Here he invites us to consider values, meaning, and personal engagement in a world full of noise and uncertainty. When we are deluged with irrelevant information, clarity is power. Presenting complex contemporary challenges clearly and accessibly, 21 Lessons for the 21st Century is essential reading. “If there were such a thing as a required instruction manual for politicians and thought leaders, Israeli historian Yuval Noah Harari’s 21 Lessons for the 21st Century would deserve serious consideration. In this collection of provocative essays, Harari . . . tackles a daunting array of issues, endeavoring to answer a persistent question: ‘What is happening in the world today, and what is the deep meaning of these events?’”—BookPage (top pick)"
25,25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007420124.jpg,The Art of War,Sun Tzu,Paperback,4.0,3.03,$,3.11,9780007420124,Society-Social-Sciences,dataset/Society-Social-Sciences/0000026.jpg,
26,26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141039411.jpg,A New Earth,Eckhart Tolle,Paperback,4.0,9.72,$,11.4,9780141039411,Society-Social-Sciences,dataset/Society-Social-Sciences/0000027.jpg,"The 10th anniversary edition of A New Earth with a new preface by Eckhart Tolle. With his bestselling spiritual guide The Power of Now, Eckhart Tolle inspired millions of readers to discover the freedom and joy of a life lived “in the now.” In A New Earth, Tolle expands on these powerful ideas to show how transcending our ego-based state of consciousness is not only essential to personal happiness, but also the key to ending conflict and suffering throughout the world. Tolle describes how our attachment to the ego creates the dysfunction that leads to anger, jealousy, and unhappiness, and shows readers how to awaken to a new state of consciousness and follow the path to a truly fulfilling existence. Illuminating, enlightening, and uplifting, A New Earth is a profoundly spiritual manifesto for a better way of life—and for building a better world."
27,27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241351642.jpg,12 Rules for Life,Jordan B. Peterson,Paperback,4.0,18.31,$,,9780241351642,Society-Social-Sciences,dataset/Society-Social-Sciences/0000028.jpg,"""What does everyone in the modern world need to know? [The author's] answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research. [The author discusses] discussing discipline, freedom, adventure and responsibility, distilling the world's wisdom into 12 practical and profound rules for life""--"
28,28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3454/9780345409874.jpg,Women Who Run with Wolves,Clarissa Pinkola Estes,Paperback,4.0,8.97,$,9.3,9780345409874,Society-Social-Sciences,dataset/Society-Social-Sciences/0000029.jpg,"A Jungian analyst explores the feminine psyche through stories of ""wild women""--the mythological archetype of the strong, primitive woman"
