,Unnamed: 0,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
10,10,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8431/9781843109433.jpg,The Red Beast,Kay Al-Ghani,Hardback,4.5,16.90,$,,9781843109433,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000011.jpg,
11,11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6716/9780671631987.jpg,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann,Paperback,4.0,20.00,$,29.9,9780671631987,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000012.jpg,"A #1 bestseller on Amazon for early childhood education with more than half a million copies in print, Teach Your Child to Read in 100 Easy Lessons will give your child the reading skills needed now for a better chance at tomorrow, while bringing you and your child closer together. Is your child halfway through first grade and still unable to read? Is your preschooler bored with coloring and ready for reading? Do you want to help your child read, but are afraid you'll do something wrong? Teach Your Child to Read in 100 Easy Lessons is a complete, step-by-step program that shows patents simply and clearly how to teach their children to read. Twenty minutes a day is all you need, and within 100 teaching days your child will be reading on a solid second-grade reading level. It's a sensible, easy-to-follow, and enjoyable way to help your child gain the essential skills of reading. Everything you need is here—no paste, no scissors, no flash cards, no complicated directions—just you and your child learning together. One hundred lessons, fully illustrated and color-coded for clarity, give your child the basic and more advanced skills needed to become a good reader."
12,12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1983/9780198324003.jpg,Oxford School Shakespeare: Macbeth,William Shakespeare,Paperback,4.0,6.74,$,8.5,9780198324003,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000013.jpg,"As You Like It is a popular text for study by secondary students the world over. This edition includes illustrations, preliminary notes, reading lists (including websites) and classroom notes."
13,13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5866/9781586638467.jpg,Macbeth (No Fear Shakespeare),Sparknotes,Paperback,4.0,6.60,$,7.8,9781586638467,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000014.jpg,
14,14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4709/9780470915516.jpg,Making Thinking Visible,Ron Ritchhart,Paperback,4.0,18.76,$,25.6,9780470915516,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000015.jpg,"The long-awaited follow-up to Making Thinking Visible, provides new thinking routines, original research, and unique global case studies Visible Thinking—a research-based approach developed at Harvard’s Project Zero – prompts and promotes students’ thinking. This approach has been shown to positively impact student engagement, learning, and development as thinkers. Visible Thinking involves using thinking routines, documentation, and effective questioning and listening techniques to enhance learning and collaboration in any learning environment. The Power of Making Thinking Visible explains how educators can effectively use thinking routines and other tools to engage and empower students as learners and transform classrooms into places of deep learning. Building on the success of the bestselling Making Thinking Visible, this highly-anticipated new book expands the work of the original by providing 18 new thinking routines based on new research and work with teachers and students around the world. Original content explains how to use thinking routines to maximum effect in the classroom, engage students exploration of big ideas, link thinking routines to formative assessment, and more. Providing new research, new global case studies, and new practices, this book: Focuses on the power that thinking routines can bring to learning Provides practical insights on using thinking routines to facilitate student engagement Highlights the most effective techniques for using thinking routines in the classroom Identifies the skillsets and mindsets needed to truly make thinking visible Features actionable classroom strategies that can be applied across grade levels and content areas Written by researchers from Harvard’s Project Zero, The Power of Making Thinking Visible: Using Routines to Engage and Empower Learners is an indispensable resource for K-12 educators and curriculum designers, higher education instructional designers and educators, and professional learning course developers."
15,15,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5711/9781571109743.jpg,The Daily 5,Gail Boushey,Paperback,4.5,25.87,$,34.5,9781571109743,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000016.jpg,Describes the philosophy of the Daily 5 teaching structure and includes a collection of literacy tasks for students to complete daily.
16,16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8431/9781843104810.jpg,All Cats Have Asperger Syndrome,Kathy Hoopmann,Hardback,4.0,13.66,$,,9781843104810,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000017.jpg,"All Cats Have Asperger Syndrome takes a playful look at Asperger Syndrome (AS), drawing inspiration from the feline world in a way that will strike a chord with all those who are familiar with AS. Delightful colour photographs of cats bring to life familiar characteristics such as sensitive hearing, scampering at the first sign of being stroked, and particular eating habits. Touching, humorous and insightful, this book evokes the difficulties and joys of raising a child who is different and leaves the reader with a sense of the dignity, individuality, and potential of people with AS. This engaging book is an ideal, gentle introduction to the world of AS. `There is a great deal of truth in humour. If you have only just begun to discover why someone with Asperger's syndrome is different, this book will inform and entertain you. The descriptions provide an accurate balance between the qualities and difficulties associated with Asperger's syndrome, while the photographs will make the journey of discovery enjoyable and remarkable.' - Tony Attwood, author of Asperger's Syndrome and The Complete Guide to Asperger's Syndrome"
17,17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5839/9781583944974.jpg,Yoga Sequencing,Mark Stephens,Paperback,4.5,22.17,$,24.0,9781583944974,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000018.jpg,"Yoga Sequencing: Designing Transformative Yoga Classes presents the essential principles and methods for planning and sequencing yoga classes. Addressing one of the most popular topics in the yoga profession, this book offers sixty-seven model sequences of yoga poses (asanas) that cover the broad range of yoga student experience, including multiple sequences for beginning, intermediate, and advanced students; yoga for kids, teens, women across the life cycle, and seniors; classes to relieve depression and anxiety; and sequences for each of the major chakras and ayurvedic constitutions. Each sequence provides guidance for teaching the different breathing (pranayama) and meditation techniques that give yoga its transformative power. Enhanced with over 2,000 instructional photos and an elaborate guide to the constituent elements of over 150 yoga asanas, the book draws equally from ancient yoga philosophy and contemporary insights into functional anatomy, biomechanics, and kinesiology. The nuanced interrelationships among asanas within and between the seven asana families are explored and the anatomy of opening and stabilizing each pose is explained for sequences designed around specific needs and intentions. A comprehensive appendix includes a glossary of yoga-related terms, an alphabetical asana index with thumbnail photographs of each asana, a class planning worksheet, representative sequences from several popular styles of hatha yoga, and a list of resources for further exploring sequencing and the larger practice of teaching yoga. From the Trade Paperback edition."
18,18,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8024/9780802412850.jpg,Five Love Languages of Children,Ross  Gary & Campbell Chapman,Paperback,4.0,11.74,$,15.0,9780802412850,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000019.jpg,"In The 5 Love Languages, you will discover the secret that has transformed millions of relationships worldwide. Whether your relationship is flourishing or failing, Dr. Gary Chapman s proven approach to showing and receiving love will help you experience deeper and richer levels of intimacy with your partner starting today."
19,19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9033/9781903348345.jpg,An Introductory Guide to Anatomy & Physiology,Louise Tucker,Paperback,4.0,23.00,$,,9781903348345,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000020.jpg,
20,20,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3250/9780325074337.jpg,The Reading Strategies Book,Jennifer Serravallo,Paperback,4.5,43.95,$,,9780325074337,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000021.jpg,"With hit books that support strategic reading through conferring, small groups, and assessment, Jen Serravallo gets emails almost daily asking, ""Isn't there a book of the strategies themselves?"" Now there is. ""Strategies make the often invisible work of reading actionable and visible,"" Jen writes. In The Reading Strategies Book, she collects 300 strategies to share with readers in support of thirteen goals-everything from fluency to literary analysis. Each strategy is cross-linked to skills, genres, and Fountas & Pinnell reading levels to give you just-right teaching, just in time. With Jen's help you'll: develop goals for every reader give students step-by-step strategies for skilled reading guide readers with prompts aligned to the strategies adjust instruction to meet individual needs with Jen's Teaching Tips craft demonstrations and explanations with her Lesson Language learn more with Hat Tips to the work of influential teacher-authors. Whether you use readers workshop, Daily 5/CAFE, guided reading, balanced reading, a core reading program, whole-class novels, or any other approach, The Reading Strategies Book will complement and extend your teaching. Rely on it to plan and implement goal-directed, differentiated instruction for individuals, small groups, and whole classes. ""We offer strategies to readers to put the work in doable terms for those who are still practicing,"" writes Jen Serravallo. ""The goal is not that they can do the steps of the strategy but that they become more comfortable and competent with a new skill."" With The Reading Strategies Book, you'll have ways to help your readers make progress every day."
21,21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141034263.jpg,Three Cups of Tea,Greg Mortenson,Paperback,3.5,9.99,$,12.9,9780141034263,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000022.jpg,"The astonishing, uplifting story of a real-life Indiana Jones and his humanitarian campaign to use education to combat terrorism in the Taliban’s backyard Anyone who despairs of the individual’s power to change lives has to read the story of Greg Mortenson, a homeless mountaineer who, following a 1993 climb of Pakistan’s treacherous K2, was inspired by a chance encounter with impoverished mountain villagers and promised to build them a school. Over the next decade he built fifty-five schools—especially for girls—that offer a balanced education in one of the most isolated and dangerous regions on earth. As it chronicles Mortenson’s quest, which has brought him into conflict with both enraged Islamists and uncomprehending Americans, Three Cups of Tea combines adventure with a celebration of the humanitarian spirit."
22,22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4708/9780470894521.jpg,Mathematical Mindsets,Jo Boaler,Paperback,4.5,15.64,$,18.8,9780470894521,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000023.jpg,"Banish math anxiety and give students of all ages a clear roadmap to success Mathematical Mindsets provides practical strategies and activities to help teachers and parents show all children, even those who are convinced that they are bad at math, that they can enjoy and succeed in math. Jo Boaler—Stanford researcher, professor of math education, and expert on math learning—has studied why students don't like math and often fail in math classes. She's followed thousands of students through middle and high schools to study how they learn and to find the most effective ways to unleash the math potential in all students. There is a clear gap between what research has shown to work in teaching math and what happens in schools and at home. This book bridges that gap by turning research findings into practical activities and advice. Boaler translates Carol Dweck's concept of 'mindset' into math teaching and parenting strategies, showing how students can go from self-doubt to strong self-confidence, which is so important to math learning. Boaler reveals the steps that must be taken by schools and parents to improve math education for all. Mathematical Mindsets: Explains how the brain processes mathematics learning Reveals how to turn mistakes and struggles into valuable learning experiences Provides examples of rich mathematical activities to replace rote learning Explains ways to give students a positive math mindset Gives examples of how assessment and grading policies need to change to support real understanding Scores of students hate and fear math, so they end up leaving school without an understanding of basic mathematical concepts. Their evasion and departure hinders math-related pathways and STEM career opportunities. Research has shown very clear methods to change this phenomena, but the information has been confined to research journals—until now. Mathematical Mindsets provides a proven, practical roadmap to mathematics success for any student at any age."
23,23,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9929/9780992953003.jpg,My Underpants Rule,Rod Power,Paperback,4.0,10.85,$,16.24,9780992953003,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000024.jpg,"Rolf Harris, Jimmy Saville, Gary Glitter... Our children need education for protection and parents need engaging tools to do this. My Underpants Rule! is fun, bright and lively, encouraging toddlers and primary children to empower themselves without causing alarm. ""What's under my pants belongs only to me!"" is reinforced by rhymes and scenarios, ingraining what is appropriate and inappropriate, and what to do in difficult situations. Like a nursery rhyme, reading this book with your child will ensure the lessons stay with them for life."
24,24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5452/9780545231497.jpg,First Little Readers: Guided Reading Level A,Deborah Schecter,Paperback,4.5,15.52,$,22.0,9780545231497,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000025.jpg,Contains twenty-five books about a variety of subjects that encourage beginning readers.
25,25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3250/9780325078229.jpg,The Writing Strategies Book,Jennifer Serravallo,Paperback,4.5,44.25,$,45.8,9780325078229,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000026.jpg,"With hit books that support strategic reading through conferring, small groups, and assessment, Jen Serravallo gets emails almost daily asking, ""Isn't there a book of the strategies themselves?"" Now there is. ""Strategies make the often invisible work of reading actionable and visible,"" Jen writes. In The Reading Strategies Book, she collects 300 strategies to share with readers in support of thirteen goals-everything from fluency to literary analysis. Each strategy is cross-linked to skills, genres, and Fountas & Pinnell reading levels to give you just-right teaching, just in time. With Jen's help you'll: develop goals for every reader give students step-by-step strategies for skilled reading guide readers with prompts aligned to the strategies adjust instruction to meet individual needs with Jen's Teaching Tips craft demonstrations and explanations with her Lesson Language learn more with Hat Tips to the work of influential teacher-authors. Whether you use readers workshop, Daily 5/CAFE, guided reading, balanced reading, a core reading program, whole-class novels, or any other approach, The Reading Strategies Book will complement and extend your teaching. Rely on it to plan and implement goal-directed, differentiated instruction for individuals, small groups, and whole classes. ""We offer strategies to readers to put the work in doable terms for those who are still practicing,"" writes Jen Serravallo. ""The goal is not that they can do the steps of the strategy but that they become more comfortable and competent with a new skill."" With The Reading Strategies Book, you'll have ways to help your readers make progress every day."
26,26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1076/9781107615496.jpg,Macbeth,Vicki Wienand,Paperback,4.0,11.55,$,,9781107615496,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000027.jpg,
27,27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593854454.jpg,Smart but Scattered,Peg Dawson,Paperback,4.0,12.94,$,17.0,9781593854454,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000028.jpg,"There's nothing more frustrating than watching your bright, talented son or daughter struggle with everyday tasks like finishing homework, putting away toys, or following instructions at school. Your ""smart but scattered"" 4- to 13-year-old might also have trouble coping with disappointment or managing anger. Drs. Peg Dawson and Richard Guare have great news: there's a lot you can do to help. The latest research in child development shows that many kids who have the brain and heart to succeed lack or lag behind in crucial ""executive skills""--the fundamental habits of mind required for getting organized, staying focused, and controlling impulses and emotions. Learn easy-to-follow steps to identify your child's strengths and weaknesses, use activities and techniques proven to boost specific skills, and problem-solve daily routines. Helpful worksheets and forms can be downloaded and printed in a convenient 8 1/2"" x 11"" size. Small changes can add up to big improvements--this empowering book shows how. See also the authors' Smart but Scattered Teens and their self-help guide for adults. Plus, an academic planner for middle and high school students and related titles for professionals."
28,28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7863/9781786330529.jpg,Educated,Tara Westover,Paperback,4.5,17.64,$,,9781786330529,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000029.jpg,"For readers of The Glass Castle and Wild, a stunning new memoir about family, loss and the struggle for a better future #1 International Bestseller Tara Westover was seventeen when she first set foot in a classroom. Instead of traditional lessons, she grew up learning how to stew herbs into medicine, scavenging in the family scrap yard and helping her family prepare for the apocalypse. She had no birth certificate and no medical records and had never been enrolled in school. Westover’s mother proved a marvel at concocting folk remedies for many ailments. As Tara developed her own coping mechanisms, little by little, she started to realize that what her family was offering didn’t have to be her only education. Her first day of university was her first day in school—ever—and she would eventually win an esteemed fellowship from Cambridge and graduate with a PhD in intellectual history and political thought."
29,29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5217/9780521712040.jpg,Grammar for English Language Teachers,Martin Parrott,Paperback,4.0,27.98,$,38.5,9780521712040,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000030.jpg,
30,30,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8709/9781870946797.jpg,Jolly Phonics Word Book,Sue Lloyd,Paperback,4.0,3.95,$,4.0,9781870946797,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000031.jpg,"""The Jolly Phonics Word Book provides groups of words that are helpful in teaching children to read and write. They can be used in blending practice and dictation, as well as in teaching 'tricky words'""--back cover."
31,31,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447261131.jpg,Talk Like TED,Carmine Gallo,Paperback,4.0,10.66,$,12.9,9781447261131,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000032.jpg,"Ideas are the currency of the twenty-first century. In order to succeed, you need to be able to sell your ideas persuasively. This ability is the single greatest skill that will help you accomplish your dreams. Many people have a fear of public speaking or are insecure about their ability to give a successful presentation. Now public speaking coach and bestselling author Carmine Gallo explores what makes a great presentation by examining the widely acclaimed TED Talks, which have redefined the elements of a successful presentation and become the gold standard for public speaking. TED ? which stands for technology, entertainment, and design ? brings together the world's leading thinkers. These are the presentations that set the world on fire, and the techniques that top TED speakers use will make any presentation more dynamic, fire up any team, and give anyone the confidence to overcome their fear of public speaking. In his book, Carmine Gallo has broken down hundreds of TED talks and interviewed the most popular TED presenters, as well as the top researchers in the fields of psychology, communications, and neuroscience to reveal the nine secrets of all successful TED presentations. Gallo's step-by-step method makes it possible for anyone to deliver a presentation that is engaging, persuasive, and memorable. Carmine Gallo's top 10 Wall Street Journal Bestseller Talk Like TED will give anyone who is insecure about their public speaking abilities the tools to communicate the ideas that matter most to them, the skill to win over hearts and minds, and the confidence to deliver the talk of their lives. The opinions expressed by Carmine Gallo in TALK LIKE TED are his own. His book is not endorsed, sponsored or authorized by TED Conferences, LLC or its affiliates."
32,32,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5955/9781595555274.jpg,The Total Money Makeover: Classic Edition,Dave Ramsey,Hardback,4.5,15.17,$,26.5,9781595555274,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000033.jpg,"A strategy for changing attitudes about personal finances covers such topics as getting out of debt, the dangers of cash advances and keeping spending within income limits."
33,33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3995/9780399535666.jpg,The Gift of Dyslexia,Ronald D. Davis,Paperback,4.0,12.22,$,17.0,9780399535666,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000034.jpg,"This easy-to-read book contains a step-by-step discussion of the special education process and has hundreds of additional resources for parents including professional organizations, support groups, and useful websites."
34,34,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8657/9780865713499.jpg,A Volcano in My Tummy,Eliane Whitehouse,Paperback,4.0,10.99,$,11.99,9780865713499,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000035.jpg,"The essential guide for teaching effectively in the inclusive classroom! The third edition of this handbook offers easy-to-implement ideas, recommendations, and answers to questions to help general education teachers provide top-notch support for all students. In addition to an all-new section that outlines the basics of the RTI model and intervention strategies, this resource covers: 13 categories recognized under IDEA 2004 for which students may be eligible to receive special education services A step-by-step explanation of the special education process Accommodations and modifications to help students access the general education curriculum The transition process for students with special needs"
35,35,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8490/9781849053563.jpg,The Panicosaurus,Kay Al-Ghani,Hardback,4.0,17.04,$,,9781849053563,Teaching-Resources-Education,dataset/Teaching-Resources-Education/0000036.jpg,"Offers age appropriate explanations and advice on anxiety in children and ways they can cope with it through the story of ""Mabel and the Panicosaurus."""
