,text,label
17,"Japanese From Zero! is an innovative and integrated approach to learning Japanese developed by professional Japanese interpreter George Trombley and co-writer Yukari Takenaka. The lessons and techniques used in this series have been taught successfully for over fifteen years in classrooms throughout the world. Using up-to-date and easy-to-grasp grammar, Japanese From Zero! is the perfect course for current students of Japanese as well as absolute beginners. In Book 2 of the Japanese From Zero! series, readers are taught new grammar concepts, over 800 new words and expressions, and also learn the katakana writing system. Features of Book 2: * Integrated Workbook with Answer Key * Over 800 New Words and Expressions * Learn to Read and Write Katakana * Easy-to-Understand Example Dialogues * Bilingual Glossaries with Kana and Romaji ...and much more!",Dictionaries-Languages
18,"The #1 New York Times bestseller—Now a Major Motion Picture from Paramount Pictures From the author of The Blind Side and Moneyball, The Big Short tells the story of four outsiders in the world of high-finance who predict the credit and housing bubble collapse before anyone else. The film adaptation by Adam McKay (Anchorman I and II, The Other Guys) features Academy Award® winners Christian Bale, Brad Pitt, Melissa Leo and Marisa Tomei; Academy Award® nominees Steve Carell and Ryan Gosling. When the crash of the U.S. stock market became public knowledge in the fall of 2008, it was already old news. The real crash, the silent crash, had taken place over the previous year, in bizarre feeder markets where the sun doesn’t shine and the SEC doesn’t dare, or bother, to tread. Who understood the risk inherent in the assumption of ever-rising real estate prices, a risk compounded daily by the creation of those arcane, artificial securities loosely based on piles of doubtful mortgages? In this fitting sequel to Liar’s Poker, Michael Lewis answers that question in a narrative brimming with indignation and dark humor.",Dictionaries-Languages
19,"Data is fundamental to the modern world. From economic development, to healthcare, to education and public policy, we rely on numbers to allocate resources and make crucial decisions. But because so much data fails to take into account gender, because it treats men as the default and women as atypical, bias and discrimination are baked into our systems. And women pay tremendous costs for this bias, in time, money, and often with their lives. Celebrated feminist advocate Caroline Criado Perez investigates shocking root cause of gender inequality and research in Invisible Women†‹, diving into women’s lives at home, the workplace, the public square, the doctor’s office, and more. Built on hundreds of studies in the US, the UK, and around the world, and written with energy, wit, and sparkling intelligence, this is a groundbreaking, unforgettable exposé that will change the way you look at the world.",Dictionaries-Languages
20,This study examines the way in which a child develops resources for expressing meaning in the first few years of life.,Dictionaries-Languages
21,"An easy-to-use dictionary and thesaurus in one volume containing over 140,000 synonyms and antonyms.",Dictionaries-Languages
22,"Bizarre military history: In 1979, a crack commando unit was established by the most gifted minds within the U.S. Army. Defying all known laws of physics and accepted military practice, they believed that a soldier could adopt the cloak of invisibility, pass cleanly through walls, and—perhaps most chillingly—kill goats just by staring at them. They were the First Earth Battalion, entrusted with defending America from all known adversaries. And they really weren’t joking. What’s more, they’re back—and they’re fighting the War on Terror. An uproarious exploration of American military paranoia: With investigations ranging from the mysterious “Goat Lab,” to Uri Geller’s covert psychic work with the CIA, to the increasingly bizarre role played by a succession of U.S. presidents, this might just be the funniest, most unsettling book you will ever read—if only because it is all true and is still happening today.",Dictionaries-Languages
23,Grammar for English Language Teachers,Dictionaries-Languages
24,"""The Jolly Phonics Word Book provides groups of words that are helpful in teaching children to read and write. They can be used in blending practice and dictation, as well as in teaching 'tricky words'""--back cover.",Dictionaries-Languages
25,"This updated 2018 Classic Edition contains the original version of William Strunk's The Elements of Style, plus a variety of enhancements that make this book even more useful. It is now being used as a textbook in classes at University of Minnesota, University of Texas, UC Berkeley, and elsewhere.Generations of college students and writers have learned the basics of English grammar from this short book. It was rated ""one of the 100 most influential books written in English"" by Time in 2011, and iconic author Stephen King recommended it as a grammar primer that all aspiring writers should read.Written a century ago, Strunk's book is a nostalgic link to the Art Deco era and the Roaring Twenties. Many of the grammar rules listed in his book still apply today; but the English language has changed over the years, and some of these rules have are now obsolete. This Classic Edition addresses these changes with the following enhancements and additional content:1. This 2018 update adds two new chapters requested by college professors and students: Basic Rules of Capitalization and Style Rules for Better Writing.2. Editor's notes have been inserted throughout the book to flag grammar rules that are become obsolete and to provide up-to-date advice for students and writers.3. Emojis have been added to help readers identify correct examples from errors at a glance.4. A Study Guide is included in the last chapter, and the paperback version includes blank, lined pages in the back of the book for note taking.5. The e-book version has been restyled for improved display on the latest generations of digital book-reading devices.Elements of Style: Classic Edition 2018 gives students and writers a blueprint that they can follow to write clearly and effectively while learning the fundamental rules of English Grammar.",Dictionaries-Languages
26,"Winner of the Nobel Prize in Literature and Winner of the National Book Critics Circle Award A journalist by trade, who now suffers from an immune deficiency developed while researching this book, presents personal accounts of what happened to the people of Belarus after the nuclear reactor accident in 1986, and the fear, anger, and uncertainty that they still live with. The Nobel Prize in Literature 2015 was awarded to Svetlana Alexievich ""for her polyphonic writings, a monument to suffering and courage in our time.""",Dictionaries-Languages
27,"Get up and running with French Easy French Step-by-Step proves that a solid grounding in grammar basics is the key to mastering a second language. You are quickly introduced to grammatical rules and concepts in order of importance, which you can build on as you progress through the book. You will also learn more than 300 verbs, chosen by their frequency of use. Numerous exercises and engaging readings help you quickly build your speaking and comprehension prowess.",Dictionaries-Languages
28,"Ideas are the currency of the twenty-first century. In order to succeed, you need to be able to sell your ideas persuasively. This ability is the single greatest skill that will help you accomplish your dreams. Many people have a fear of public speaking or are insecure about their ability to give a successful presentation. Now public speaking coach and bestselling author Carmine Gallo explores what makes a great presentation by examining the widely acclaimed TED Talks, which have redefined the elements of a successful presentation and become the gold standard for public speaking. TED ? which stands for technology, entertainment, and design ? brings together the world's leading thinkers. These are the presentations that set the world on fire, and the techniques that top TED speakers use will make any presentation more dynamic, fire up any team, and give anyone the confidence to overcome their fear of public speaking. In his book, Carmine Gallo has broken down hundreds of TED talks and interviewed the most popular TED presenters, as well as the top researchers in the fields of psychology, communications, and neuroscience to reveal the nine secrets of all successful TED presentations. Gallo's step-by-step method makes it possible for anyone to deliver a presentation that is engaging, persuasive, and memorable. Carmine Gallo's top 10 Wall Street Journal Bestseller Talk Like TED will give anyone who is insecure about their public speaking abilities the tools to communicate the ideas that matter most to them, the skill to win over hearts and minds, and the confidence to deliver the talk of their lives. The opinions expressed by Carmine Gallo in TALK LIKE TED are his own. His book is not endorsed, sponsored or authorized by TED Conferences, LLC or its affiliates.",Dictionaries-Languages
29,"A gorgeous clothbound edition of Jean Rhys's great masterpiece of desire and madness in the Caribbean, published for the novel's fiftieth anniversary. Born into the oppressive, colonialist society of 1930s Jamaica, white Creole heiress Antoinette Cosway meets a young Englishman who is drawn to her innocent beauty and sensuality. After their marriage, however, disturbing rumours begin to circulate which poison her husband against her. Caught between his demands and her own precarious sense of belonging, Antoinette is inexorably driven towards madness, and her husband into the arms of another novel's heroine. This classic study of betrayal, a seminal work of postcolonial literature, is Jean Rhys's brief, beautiful masterpiece. This anniversary edition includes a new appendix featuring letters, photographs and manuscript pages from the novel's first publication in 1966. 'She took one of the works of genius of the nineteenth century and turned it inside-out to create one of the works of genius of the twentieth century' Michele Roberts, The Times",Dictionaries-Languages
30,The Writer's Journey is an insider's guide to how master storytellers from Hitchcock to Spielberg have used mythic structure to create powerful stories. This new edition includes analyses of latest releases such as The Full Monty.,Dictionaries-Languages
31,"This book provides evidence-based answers to the key questions asked by marketers every day. Tackling issues such as how brands grow, how advertising really works, what price promotions really do and how loyalty programs really affect loyalty, How Brands Grow presents decades of research in a style that is written for marketing professionals to grow their brands.",Dictionaries-Languages
32,"We all have a story to tell. We often judge our own stories as being good or bad, right or wrong. The truth is, each and every one of them not only holds meaning for us but for those around us as well. Chicken Soup for The Teenage Soul IV is filled with such stories: what it really means to be a teenager in today's world.",Dictionaries-Languages
33,"Letters of Note, the book based on the beloved website of the same name, became an instant classic on publication in 2013, selling hundreds of thousands of copies. This new edition sees the collection of the world's most entertaining, inspiring and unusual letters updated with fourteen riveting new missives and a new introduction from curator Shaun Usher. From Virginia Woolf's heart-breaking suicide letter to Queen Elizabeth II's recipe for drop scones sent to President Eisenhower; from the first recorded use of the expression 'OMG' in a letter to Winston Churchill, to Gandhi's appeal for calm to Hitler; and from Iggy Pop's beautiful letter of advice to a troubled young fan, to Leonardo da Vinci's remarkable job application letter, Letters of Note is a celebration of the power of written correspondence which captures the humour, seriousness, sadness and brilliance that make up all of our lives.",Dictionaries-Languages
34,"A proven grammar-based approach that gets you communicating in Spanish with confidence, right away Easy Spanish Step by Step proves that a solid grounding in grammar basics is the key to mastering a second language. Grammatical rules and concepts are clearly explained in order of importance, and more than 300 verbs and key terms are introduced on the basis of frequency. Numerous exercises and engaging readings help learners quickly build their Spanish speaking and comprehension prowess.",Dictionaries-Languages
35,"NATIONAL BESTSELLER • For anyone who wants to learn a foreign language, this is the method that will finally make the words stick. “A brilliant and thoroughly modern guide to learning new languages.”—Gary Marcus, cognitive psychologist and author of the New York Times bestseller Guitar Zero At thirty years old, Gabriel Wyner speaks six languages fluently. He didn’t learn them in school—who does? Rather, he learned them in the past few years, working on his own and practicing on the subway, using simple techniques and free online resources—and here he wants to show others what he’s discovered. Starting with pronunciation, you’ll learn how to rewire your ears and turn foreign sounds into familiar sounds. You’ll retrain your tongue to produce those sounds accurately, using tricks from opera singers and actors. Next, you’ll begin to tackle words, and connect sounds and spellings to imagery rather than translations, which will enable you to think in a foreign language. And with the help of sophisticated spaced-repetition techniques, you’ll be able to memorize hundreds of words a month in minutes every day. This is brain hacking at its most exciting, taking what we know about neuroscience and linguistics and using it to create the most efficient and enjoyable way to learn a foreign language in the spare minutes of your day.",Dictionaries-Languages
36,Concise Oxford English Dictionary,Dictionaries-Languages
37,"""Pinker has a lot of ideas and sometimes controversial opinions about writing and in this entertaining and instructive book he rethinks the usage guide for the 21st century. Don't blame the internet, he says, good writing has always been hard. It requires imagination, taking pleasure in reading, overcoming the difficult we all have in imaging what it's like to not know something we do know.""--Publisher information.",Dictionaries-Languages
38,A French-English dictionary with French-Canadian terms and essential French vocabulary.,Dictionaries-Languages
39,"An enhanced read-along audio ebook from Ladybird. Based on the classic fairy tale. When an old man plants some turnip seeds, one of the turnips grows ENORMOUS! How will he ever get it out of the ground? Read it yourself with Ladybird is one of Ladybird's best-selling series. For over thirty five years it has helped young children who are learning to read develop and improve their reading skills. Now, for the first time, each title is also available as an ebook with synched audio. Each Read it yourself book is very carefully written to include many key, high-frequency words that are vital for learning to read, as well as a limited number of story words that are introduced and practised throughout. Simple sentences and frequently repeated words help to build the confidence of beginner readers and the four different levels of books support children all the way from very first reading practice through to independent, fluent reading. Each book has been carefully checked by educational consultants and can be read independently at home or used in a guided reading session at school. The Enormous Turnip is a Level 1 Read it yourself title, suitable for very early readers who have had some initial reading instruction and are ready to take their first steps in reading real stories. Each story is told very simply, using a small number of frequently repeated words.",Dictionaries-Languages
40,"The national bestseller. Write. Burn. Repeat. Now with new covers to match whatever mood you’re in. ""This book has made me laugh and cry, filled me with joy, and inspired me."" -TikTok user camrynbanks Instagram, WhatsApp, Snapchat, TikTok, VSCO, YouTube...the world has not only become one giant feed, but also one giant confessional. Burn After Writing allows you to spend less time scrolling and more time self-reflecting. Through incisive questions and thought experiments, this journal helps you learn new things while letting others go. Imagine instead of publicly declaring your feelings for others, you privately declared your feelings for yourself? Help your heart by turning off the comments and muting the accounts that drive you into jealousy for a few moments a night. Whether you are going through the ups and downs of growing up, or know a few young people who are, you will flourish by finding free expression--even if through a few tears! Push your limits, reflect on your past, present, and future, and create a secret book that's about you, and just for you. This is not a diary, and there is no posting required. And when you're finished, toss it, hide it, or Burn After Writing.",Dictionaries-Languages
41,"Raymond Murphy's English Grammar in Use is the first choice for intermediate (B1-B2) learners and covers all the grammar you will need at this level. This book without answers has clear explanations and practice exercises that have helped millions of people around the world improve their English. It is perfect for teachers to use in the classroom as a supplementary book, for extension work, or for homework activities.",Dictionaries-Languages
42,"This handbook lets readers in on the rules of winning the game. Written by two veteran screenwriters, this is a complete guide to getting a screenplay seen, read, and sold.",Dictionaries-Languages
43,"NEW YORK TIMES BESTSELLER • A sharp, funny grammar guide they’ll actually want to read, from Random House’s longtime copy chief and one of Twitter’s leading language gurus NAMED ONE OF THE BEST BOOKS OF THE YEAR BY O: The Oprah Magazine • Paste • Shelf Awareness “Essential (and delightful!)”—People We all write, all the time: books, blogs, emails. Lots and lots of emails. And we all want to write better. Benjamin Dreyer is here to help. As Random House’s copy chief, Dreyer has upheld the standards of the legendary publisher for more than two decades. He is beloved by authors and editors alike—not to mention his followers on social media—for deconstructing the English language with playful erudition. Now he distills everything he has learned from the myriad books he has copyedited and overseen into a useful guide not just for writers but for everyone who wants to put their best prose foot forward. As authoritative as it is amusing, Dreyer’s English offers lessons on punctuation, from the underloved semicolon to the enigmatic en dash; the rules and nonrules of grammar, including why it’s OK to begin a sentence with “And” or “But” and to confidently split an infinitive; and why it’s best to avoid the doldrums of the Wan Intensifiers and Throat Clearers, including “very,” “rather,” “of course,” and the dreaded “actually.” Dreyer will let you know whether “alright” is all right (sometimes) and even help you brush up on your spelling—though, as he notes, “The problem with mnemonic devices is that I can never remember them.” And yes: “Only godless savages eschew the series comma.” Chockful of advice, insider wisdom, and fun facts, this book will prove to be invaluable to everyone who wants to shore up their writing skills, mandatory for people who spend their time editing and shaping other people’s prose, and—perhaps best of all—an utter treat for anyone who simply revels in language. Praise for Dreyer’s English “Playful, smart, self-conscious, and personal . . . One encounters wisdom and good sense on nearly every page of Dreyer’s English.”—The Wall Street Journal “Destined to become a classic.”—The Millions “Dreyer can help you . . . with tips on punctuation and spelling. . . . Even better: He’ll entertain you while he’s at it.”—Newsday",Dictionaries-Languages
44,"The application of linguistic optimization methods in the tourism, travel, and hospitality industry has improved customer service and business strategies within the field. It provides an opportunity for tourists to explore another culture, building tolerance and overall exposure to different ways of life. Innovative Perspectives on Tourism Discourse is a pivotal reference source for the latest research findings on the role of language and linguistics in the travel industry. Featuring extensive coverage on relevant areas such as intercultural communication, adventure travel, and tourism marketing, this publication is an ideal resource for linguists, managers, researchers, economists, and professionals interested in emerging developments in tourism and travel.",Dictionaries-Languages
45,"Offers advice on reading and writing poetry, and discusses imitation, sound, the line, poem forms, free verse, diction, imagery, revision, and workshops",Dictionaries-Languages
46,BBC course for beginners.,Dictionaries-Languages
47,"The now-classic Metaphors We Live By changed our understanding of metaphor and its role in language and the mind. Metaphor, the authors explain, is a fundamental mechanism of mind, one that allows us to use what we know about our physical and social experience to provide understanding of countless other subjects. Because such metaphors structure our most basic understandings of our experience, they are ""metaphors we live by""—metaphors that can shape our perceptions and actions without our ever noticing them. In this updated edition of Lakoff and Johnson's influential book, the authors supply an afterword surveying how their theory of metaphor has developed within the cognitive sciences to become central to the contemporary understanding of how we think and how we express our thoughts in language.",Dictionaries-Languages
48,Essential Grammar in Use with Answers,Dictionaries-Languages
49,"Data is fundamental to the modern world. From economic development, to healthcare, to education and public policy, we rely on numbers to allocate resources and make crucial decisions. But because so much data fails to take into account gender, because it treats men as the default and women as atypical, bias and discrimination are baked into our systems. And women pay tremendous costs for this bias, in time, money, and often with their lives. Celebrated feminist advocate Caroline Criado Perez investigates shocking root cause of gender inequality and research in Invisible Women†‹, diving into women’s lives at home, the workplace, the public square, the doctor’s office, and more. Built on hundreds of studies in the US, the UK, and around the world, and written with energy, wit, and sparkling intelligence, this is a groundbreaking, unforgettable exposé that will change the way you look at the world.",Dictionaries-Languages
50,"“Not gonna lie, this is probably the coolest journal you’ll ever see. . . . Wreck This Journal is here to inspire you.” —Buzzfeed A spectacular coloring and painting edition of the incredible journal that started it all, in celebration of the tenth anniversary of the 10-million-copy international bestseller Perhaps you're a seasoned Wreck-er, having made your way through one or more copies of Wreck This Journal. Or maybe you're new to the phenomenon (little do you know, this experience might just change your life). Whatever the case, you've found the perfect book to destroy... Welcome to an all new-edition of Wreck This Journal, now in spectacular full color! Inside, you'll find prompts for painting, shredding, transforming, and unleashing your creativity. With a mix of new, altered, and favorite prompts, Wreck This Journal: Now in Color invites you to wreck with color: mixing colors to make mud, letting chance dictate your color choice, weaving with brightly colored strips of paper, and more. What colors will you use to you wreck your journal? “A conceptual artist and author luring kids into questioning the world and appreciating every smell, texture and mystery in it.” —TIME Magazine “Keri Smith may well be the self-help guru this DIY generation deserves.” —The Believer",Dictionaries-Languages
51,Volume 2 (4th ed.) updated to include the 196 kanja approved in 2010 for general use.,Dictionaries-Languages
52,"From ice-breaking activities to ways to meet specific expectations in all areas of the curriculum, teachers will discover practical strategies and organizational frameworks that will help them to reach all students. Whether you're searching for new ways to inspire students with different learning styles, celebrate the abilities of the physically challenged, or boost the skills of those learning English for the first time, Student Diversity has what you need to meet and defeat the wide variety of challenges in today's classroom. Packed with examples of student work and reproducible worksheets, this book will help to smooth the daily path of beginning and experienced teachers alike.",Dictionaries-Languages
53,"Exercises designed to develop vocabulary skills present words together with their pronunciations, definitions and use in sentences",Dictionaries-Languages
54,"""This Student's Book with answers contains separate sections focussing on Reading, Writing, Listening and Speaking ; 8 official practice tests from Cambridge English ; DVD-ROM with MP3 files and speaking test videos.""--Publisher.",Dictionaries-Languages
55,"Delightful stories, other material based on works of Don Juan Manuel, Luis Taboada, Ricardo Palma, other noted writers. Complete faithful English translations on facing pages. Exercises.",Dictionaries-Languages
56,"""HELP! My Students Can't Write!"" Why You Need a Writing Revolution in Your Classroom and How to Lead It. The Writing Revolution (TWR) provides a clear method of instruction that you can use no matter what subject or grade level you teach. The model, also known as The Hochman Method, has demonstrated, over and over, that it can turn weak writers into strong communicators by focusing on specific techniques that match their needs and by providing them with targeted feedback. Insurmountable as the challenges faced by many students may seem, TWR can make a dramatic difference. And the method does more than improve writing skills. It also helps: Boost reading comprehension Improve organizational and study skills Enhance speaking abilities Develop analytical capabilities TWR is as much a method of teaching content as it is a method of teaching writing. There's no separate writing block and no separate writing curriculum. Instead, teachers of all subjects adapt the TWR strategies and activities to their current curriculum and weave them into their content instruction. But perhaps what's most revolutionary about the TWR method is that it takes the mystery out of learning to write well. It breaks the writing process down into manageable chunks and then has students practice the chunks they need, repeatedly, while also learning content.",Dictionaries-Languages
57,"A thoroughly revised and updated edition of Thomas C. Foster's classic guide—a lively and entertaining introduction to literature and literary basics, including symbols, themes, and contexts—that shows you how to make your everyday reading experience more rewarding and enjoyable. While many books can be enjoyed for their basic stories, there are often deeper literary meanings interwoven in these texts. How to Read Literature Like a Professor helps us to discover those hidden truths by looking at literature with the eyes—and the literary codes—of the ultimate professional reader: the college professor. What does it mean when a literary hero travels along a dusty road? When he hands a drink to his companion? When he's drenched in a sudden rain shower? Ranging from major themes to literary models, narrative devices, and form, Thomas C. Foster provides us with a broad overview of literature—a world where a road leads to a quest, a shared meal may signify a communion, and rain, whether cleansing or destructive, is never just a shower—and shows us how to make our reading experience more enriching, satisfying, and fun. This revised edition includes new chapters, a new preface, and a new epilogue, and incorporates updated teaching points that Foster has developed over the past decade.",Dictionaries-Languages
58,"How to Use This Book The I Wrote This Series is a series of notebooks designed to help children improve their writing skills and express their creativity. Children can use a ball point pen to write their title on the front cover. The first part of the notebook contains the Table of Contents for children to fill out with their own story titles. This is followed by one hundred pages of lined paper for writing and blank boxes for illustrations. Each writing page has a blank line at the top, so children can make their stories as long or short as they desire. The second part of the book contains a work area for children to develop their characters, settings, and story points. The setting section consists of blank boxes, so the setting can be drawn or detailed in writing. The grade level for each workbook is on the back cover. Workbooks for K-2 students contain write-one lines, while those for older students contain plain, blank lines. The covers come in patterned or plain to give children the freedom to choose what inspires them most. Happy writing!",Dictionaries-Languages
59,"Presents instructions for aspiring cartoonists on the art form's key techniques, sharing concise and accessible guidelines on such principles as capturing the human condition through words and images in a minimalist style.",Dictionaries-Languages
60,Oxford Children's Dictionary,Dictionaries-Languages
61,"Public Speaking is an important skill which anyone can acquire and develop. The book consists of basic principles of effective speaking, technique of effective speaking, and the three aspects of every speech and effective methods of delivering a talk. All this relates to business, social and personal satisfaction which depend heavily upon our ability to communicate clearly to others. A must read book for effective speaking.",Dictionaries-Languages
